week_hour_start,week_start,hour_start,solare,batterie,import - export,produzione_rimanente,load,solar_curtailment_mw_smooth,lmp_day_ahead_hourly,lmp_real_time_15_min
martedì 18:15:00,martedì,18:15:00,9602.8,246.4,504.8,14847,25034.4,270.5,29.297774,21.951524
martedì 18:20:00,martedì,18:20:00,8920.8,713.8,461.8,15212.6,25212.8,241.13333333333335,29.297774,21.951524
martedì 18:25:00,martedì,18:25:00,8171.8,1108.8,639.4,15483.6,25380.4,211.76666666666665,29.297774,21.951524
martedì 18:30:00,martedì,18:30:00,7484.4,1581.8,774.8,15734.8,25560.4,182.4,29.297774,35.654278
martedì 18:35:00,martedì,18:35:00,6821,1962,1000.6,15935.2,25718.4,153.03333333333333,29.297774,35.654278
martedì 18:40:00,martedì,18:40:00,6182,2291.6,1274.6,16112,25885,123.66666666666669,29.297774,35.654278
martedì 18:45:00,martedì,18:45:00,5495.6,2726,1501.6,16247.2,26007.8,94.3,29.297774,61.196026
martedì 18:50:00,martedì,18:50:00,4814.6,3172.6,1623.8,16503.6,26170.6,64.93333333333331,29.297774,61.196026
martedì 18:55:00,martedì,18:55:00,4168.6,3423.6,1846.4,16787.4,26293.6,35.56666666666669,29.297774,61.196026
martedì 19:00:00,martedì,19:00:00,3543.6,3733.2,2206,16864.4,26404,6.2,41.913736,32.136006
martedì 19:05:00,martedì,19:05:00,2953,4593,1875,16931.6,26402.6,5.683333333333334,41.913736,32.136006
martedì 19:10:00,martedì,19:10:00,2393.4,5140.6,1944.6,17023.2,26477.6,5.166666666666667,41.913736,32.136006
martedì 19:15:00,martedì,19:15:00,1890,5353.6,2094.4,17187.2,26580,4.65,41.913736,41.701338
martedì 19:20:00,martedì,19:20:00,1488.4,5531.2,2159.6,17398.4,26692.8,4.133333333333334,41.913736,41.701338
martedì 19:25:00,martedì,19:25:00,1133.4,5746.6,2248.4,17510.4,26767.4,3.6166666666666663,41.913736,41.701338
martedì 19:30:00,martedì,19:30:00,860.6,5880.8,2354.2,17623.4,26876.4,3.1,41.913736,47.955076
martedì 19:35:00,martedì,19:35:00,643.6,6009,2424,17690.8,26947,2.583333333333333,41.913736,47.955076
martedì 19:40:00,martedì,19:40:00,481.6,6034.8,2468,17767.8,26962.4,2.0666666666666673,41.913736,47.955076
martedì 19:45:00,martedì,19:45:00,375.8,6183.8,2525.8,17833,27079,1.55,41.913736,51.305874
martedì 19:50:00,martedì,19:50:00,300.4,6222.2,2570.6,17964.6,27183,1.0333333333333328,41.913736,51.305874
martedì 19:55:00,martedì,19:55:00,241.2,6186.8,2690,18029.8,27273.8,0.5166666666666672,41.913736,51.305874
martedì 20:00:00,martedì,20:00:00,204,6063.4,2803.6,18105.4,27325,0,45.195554,45.886738
martedì 20:05:00,martedì,20:05:00,174.6,5988.4,2777.8,18204.6,27289.6,0,45.195554,45.886738
martedì 20:10:00,martedì,20:10:00,148,5979.4,2829.6,18242,27353.6,0,45.195554,45.886738
martedì 20:15:00,martedì,20:15:00,132.8,5921.2,2894,18293.8,27366.2,0,45.195554,43.717862
martedì 20:20:00,martedì,20:20:00,129.4,5951.2,2978.4,18305.6,27477.4,0,45.195554,43.717862
martedì 20:25:00,martedì,20:25:00,126.8,5878.8,3035.2,18324.6,27474.2,0,45.195554,43.717862
martedì 20:30:00,martedì,20:30:00,125.8,5819.8,3073.6,18331.8,27470.4,0,45.195554,42.70642
martedì 20:35:00,martedì,20:35:00,127,5741.2,3126.6,18313,27441.8,0,45.195554,42.70642
martedì 20:40:00,martedì,20:40:00,116.4,5664.6,3176.8,18298.8,27403.2,0,45.195554,42.70642
martedì 20:45:00,martedì,20:45:00,116.6,5656.8,3177.4,18223.2,27327.2,0,45.195554,42.12523
martedì 20:50:00,martedì,20:50:00,116.4,5646.2,3254.2,18128,27271.2,0,45.195554,42.12523
martedì 20:55:00,martedì,20:55:00,117.2,5607.4,3288.4,18029.6,27202,0,45.195554,42.12523
martedì 21:00:00,martedì,21:00:00,117.6,5547,3394.8,17917.4,27122.8,0,40.384162,46.357478
martedì 21:05:00,martedì,21:05:00,113,5472,3653.8,17807.2,27148.4,0,40.384162,46.357478
martedì 21:10:00,martedì,21:10:00,112,5383.4,3752.8,17783.6,27139.8,0,40.384162,46.357478
martedì 21:15:00,martedì,21:15:00,113.4,5284.6,3773.2,17761.2,27054.8,0,40.384162,39.862158
martedì 21:20:00,martedì,21:20:00,115.2,5234.6,3814.6,17709.6,27009.8,0,40.384162,39.862158
martedì 21:25:00,martedì,21:25:00,104.4,5120.8,3839,17673,26882.2,0,40.384162,39.862158
martedì 21:30:00,martedì,21:30:00,102.4,4933.4,3902,17674.2,26765.4,0,40.384162,38.266772
martedì 21:35:00,martedì,21:35:00,102.8,4825.4,3889.6,17657.4,26646,0,40.384162,38.266772
martedì 21:40:00,martedì,21:40:00,103.8,4686.2,3983.4,17591.2,26527.8,0,40.384162,38.266772
martedì 21:45:00,martedì,21:45:00,102.8,4549.4,4033.2,17530.2,26398.2,0,40.384162,32.552186
martedì 21:50:00,martedì,21:50:00,105.6,4440.2,4074.6,17469.4,26269.8,0,40.384162,32.552186
martedì 21:55:00,martedì,21:55:00,104.4,4315.4,4145,17381.6,26115.2,0,40.384162,32.552186
martedì 22:00:00,martedì,22:00:00,103.6,4059.6,4391,17246.2,25951.4,0,31.54096,37.524418
martedì 22:05:00,martedì,22:05:00,103.2,3908.2,4561.4,17172.2,25790.4,0,31.54096,37.524418
martedì 22:10:00,martedì,22:10:00,102,3672,4732.4,17127.4,25658.4,0,31.54096,37.524418
martedì 22:15:00,martedì,22:15:00,103,3440,4918,17024.8,25509,0,31.54096,34.997838
martedì 22:20:00,martedì,22:20:00,104.6,3291.8,5042.2,16902.2,25358,0,31.54096,34.997838
martedì 22:25:00,martedì,22:25:00,104.8,3067,5167.4,16850.2,25213.2,0,31.54096,34.997838
martedì 22:30:00,martedì,22:30:00,104.8,2853.8,5227.4,16827.8,25046.6,0,31.54096,33.80475
martedì 22:35:00,martedì,22:35:00,106,2672.6,5259.2,16786.4,24863.6,0,31.54096,33.80475
martedì 22:40:00,martedì,22:40:00,106.4,2475.2,5301,16772,24694.2,0,31.54096,33.80475
martedì 22:45:00,martedì,22:45:00,105.8,2296.4,5339.8,16766.6,24522.6,0,31.54096,33.360548
martedì 22:50:00,martedì,22:50:00,107,2114.6,5421.8,16733.6,24376.4,0,31.54096,33.360548
martedì 22:55:00,martedì,22:55:00,107.4,1925.8,5509.8,16677.2,24224,0,31.54096,33.360548
martedì 23:00:00,martedì,23:00:00,110,1782,5515.8,16633.6,24053.8,0,29.327094,33.53984
martedì 23:05:00,martedì,23:05:00,111.4,1812.6,5395.8,16610,23896.8,0,29.327094,33.53984
martedì 23:10:00,martedì,23:10:00,115.4,1650.6,5500.8,16557.4,23758.4,0,29.327094,33.53984
martedì 23:15:00,martedì,23:15:00,113.6,1546,5504.6,16527.6,23606.6,0,29.327094,32.818558
martedì 23:20:00,martedì,23:20:00,115.6,1429,5575.8,16467.6,23485,0,29.327094,32.818558
martedì 23:25:00,martedì,23:25:00,118.4,1185.2,5702.6,16441,23335.2,0,29.327094,32.818558
martedì 23:30:00,martedì,23:30:00,121.4,929.2,5825,16442.8,23196.8,0,29.327094,33.043032
martedì 23:35:00,martedì,23:35:00,121.6,754.2,5824.6,16440.4,23031.6,0,29.327094,33.043032
martedì 23:40:00,martedì,23:40:00,120.6,584.6,5886.4,16441.4,22897,0,29.327094,33.043032
martedì 23:45:00,martedì,23:45:00,120,398,5952.6,16443.8,22739,0,29.327094,33.30715
martedì 23:50:00,martedì,23:50:00,121,321,5916.6,16427.8,22675,0,29.327094,33.30715
martedì 23:55:00,martedì,23:55:00,121.4,159.6,5965.8,16440.8,22527.6,0,29.327094,33.30715
mercoledì 00:00:00,mercoledì,00:00:00,121.2,53.2,6018.8,16382.8,22400.2,0,27.95804,33.849366
mercoledì 00:05:00,mercoledì,00:05:00,122,447.2,6081.2,16170.2,22541.2,0,27.95804,33.849366
mercoledì 00:10:00,mercoledì,00:10:00,124,604.6,6161.2,16001.8,22699.8,0,27.95804,33.849366
mercoledì 00:15:00,mercoledì,00:15:00,123.8,551.4,6185.4,15944.2,22575.2,0,27.95804,31.69358
mercoledì 00:20:00,mercoledì,00:20:00,123.4,549.4,6241.2,15875,22589,0,27.95804,31.69358
mercoledì 00:25:00,mercoledì,00:25:00,122.2,456,6312.2,15792.6,22482.2,0,27.95804,31.69358
mercoledì 00:30:00,mercoledì,00:30:00,122.2,365.4,6316.8,15806.8,22402,0,27.95804,30.93016
mercoledì 00:35:00,mercoledì,00:35:00,122.2,263.4,6308.4,15792.2,22298.2,0,27.95804,30.93016
mercoledì 00:40:00,mercoledì,00:40:00,120.6,217,6327,15744.6,22156,0,27.95804,30.93016
mercoledì 00:45:00,mercoledì,00:45:00,120,122.2,6353.2,15701,22117.6,0,27.95804,27.883962
mercoledì 00:50:00,mercoledì,00:50:00,118.8,88.4,6359,15616.2,21986,0,27.95804,27.883962
mercoledì 00:55:00,mercoledì,00:55:00,116.6,82.8,6351.6,15543.2,21905.4,0,27.95804,27.883962
mercoledì 01:00:00,mercoledì,01:00:00,116,20.4,6389.8,15458.2,21839.6,0,25.6604,29.721330000000002
mercoledì 01:05:00,mercoledì,01:05:00,115.8,46.4,6375.2,15408.8,21744.4,0,25.6604,29.721330000000002
mercoledì 01:10:00,mercoledì,01:10:00,116,-30.8,6406.8,15367,21722.8,0,25.6604,29.721330000000002
mercoledì 01:15:00,mercoledì,01:15:00,118.2,-30.4,6414.4,15296.4,21635.8,0,25.6604,26.351792
mercoledì 01:20:00,mercoledì,01:20:00,120.6,-45.4,6362.2,15263.4,21532.2,0,25.6604,26.351792
mercoledì 01:25:00,mercoledì,01:25:00,124,-31.8,6308.8,15264.4,21457.4,0,25.6604,26.351792
mercoledì 01:30:00,mercoledì,01:30:00,126.6,-43.2,6233,15290.6,21391,0,25.6604,25.277037999999997
mercoledì 01:35:00,mercoledì,01:35:00,129.4,-90.2,6195.8,15303,21325.8,0,25.6604,25.277037999999997
mercoledì 01:40:00,mercoledì,01:40:00,131.8,-148.2,6173.2,15302.2,21272.4,0,25.6604,25.277037999999997
mercoledì 01:45:00,mercoledì,01:45:00,136,-214,6158.6,15321.8,21180.2,0,25.6604,23.471696
mercoledì 01:50:00,mercoledì,01:50:00,138.8,-263,6167,15300.6,21116,0,25.6604,23.471696
mercoledì 01:55:00,mercoledì,01:55:00,140.8,-263.4,6139.8,15247.2,21042.2,0,25.6604,23.471696
mercoledì 02:00:00,mercoledì,02:00:00,143,-259.6,6126.2,15193.6,20966.8,0,24.316888,28.439446
mercoledì 02:05:00,mercoledì,02:05:00,145.8,-246.6,6126,15206.2,20945.8,0,24.316888,28.439446
mercoledì 02:10:00,mercoledì,02:10:00,145.8,-286.6,6143.2,15228.4,20949,0,24.316888,28.439446
mercoledì 02:15:00,mercoledì,02:15:00,145.2,-330.6,6153,15208.6,20899.2,0,24.316888,25.514164
mercoledì 02:20:00,mercoledì,02:20:00,147.2,-365.4,6142.2,15206.2,20842,0,24.316888,25.514164
mercoledì 02:25:00,mercoledì,02:25:00,147,-403.8,6151.8,15187.4,20802.6,0,24.316888,25.514164
mercoledì 02:30:00,mercoledì,02:30:00,147.2,-417.2,6141.8,15149.4,20747.2,0,24.316888,25.037496
mercoledì 02:35:00,mercoledì,02:35:00,149.8,-407.8,6106.8,15107.6,20683.8,0,24.316888,25.037496
mercoledì 02:40:00,mercoledì,02:40:00,153.8,-422.4,6077,15102.4,20636.2,0,24.316888,25.037496
mercoledì 02:45:00,mercoledì,02:45:00,154,-411.8,6035.8,15079.2,20589.6,0,24.316888,23.342998
mercoledì 02:50:00,mercoledì,02:50:00,154.4,-450.2,6027,15061,20544.2,0,24.316888,23.342998
mercoledì 02:55:00,mercoledì,02:55:00,154.2,-457.6,6011.6,15041.6,20511.8,0,24.316888,23.342998
mercoledì 03:00:00,mercoledì,03:00:00,153.8,-457.8,5981.4,15031.2,20478.4,0,23.905812,24.775216
mercoledì 03:05:00,mercoledì,03:05:00,153.2,-431.2,5985,15054,20494.4,0,23.905812,24.775216
mercoledì 03:10:00,mercoledì,03:10:00,153.6,-416.2,5986.6,15068.6,20522.8,0,23.905812,24.775216
mercoledì 03:15:00,mercoledì,03:15:00,152.4,-417.4,5961.4,15071.4,20499.4,0,23.905812,24.565849999999998
mercoledì 03:20:00,mercoledì,03:20:00,141.2,-419.6,5939.8,15045.4,20455.2,0,23.905812,24.565849999999998
mercoledì 03:25:00,mercoledì,03:25:00,137.4,-437.4,5916,15062.8,20443.6,0,23.905812,24.565849999999998
mercoledì 03:30:00,mercoledì,03:30:00,135.6,-455.8,5876.4,15080.6,20428.6,0,23.905812,24.772095999999998
mercoledì 03:35:00,mercoledì,03:35:00,134.8,-464.8,5875,15080.4,20432,0,23.905812,24.772095999999998
mercoledì 03:40:00,mercoledì,03:40:00,135.4,-473.4,5854,15066.8,20420.6,0,23.905812,24.772095999999998
mercoledì 03:45:00,mercoledì,03:45:00,137.2,-459.2,5793,15108.2,20391.8,0,23.905812,23.190964
mercoledì 03:50:00,mercoledì,03:50:00,135.6,-474.6,5769.4,15150.2,20395.4,0,23.905812,23.190964
mercoledì 03:55:00,mercoledì,03:55:00,134.6,-451.8,5763.2,15137.8,20388.2,0,23.905812,23.190964
mercoledì 04:00:00,mercoledì,04:00:00,133.8,-414.2,5818,15056.2,20400.8,0,26.3354,22.415888000000002
mercoledì 04:05:00,mercoledì,04:05:00,131.6,-282.6,5807.6,14986.6,20469.4,0,26.3354,22.415888000000002
mercoledì 04:10:00,mercoledì,04:10:00,130.8,-191.4,5817.2,14954.8,20575.8,0,26.3354,22.415888000000002
mercoledì 04:15:00,mercoledì,04:15:00,131.2,-159.8,5844,14936.4,20616.6,0,26.3354,24.746566
mercoledì 04:20:00,mercoledì,04:20:00,131.4,-144,5849.6,14926,20622.4,0,26.3354,24.746566
mercoledì 04:25:00,mercoledì,04:25:00,131.6,-198.8,5863.8,14991.2,20659.6,0,26.3354,24.746566
mercoledì 04:30:00,mercoledì,04:30:00,131.2,-207.4,5890.6,15005.4,20692.6,0,26.3354,27.063004
mercoledì 04:35:00,mercoledì,04:35:00,130.8,-204.8,5932.4,15004.4,20744.8,0,26.3354,27.063004
mercoledì 04:40:00,mercoledì,04:40:00,128.2,-139.6,5928,14994,20803.6,0,26.3354,27.063004
mercoledì 04:45:00,mercoledì,04:45:00,125.8,-73.4,5890.2,15000,20842.2,0,26.3354,30.46342
mercoledì 04:50:00,mercoledì,04:50:00,124.4,-33,5881.6,15009.6,20882.4,0,26.3354,30.46342
mercoledì 04:55:00,mercoledì,04:55:00,122.2,37,5857.2,15001.2,20920,0,26.3354,30.46342
mercoledì 05:00:00,mercoledì,05:00:00,123.8,128.8,5906.6,14920.6,20987,0,30.14305,24.774820000000002
mercoledì 05:05:00,mercoledì,05:05:00,126.6,495,5718.4,14853,21187.8,1.3166666666666667,30.14305,24.774820000000002
mercoledì 05:10:00,mercoledì,05:10:00,127.4,669.8,5719.8,14849.8,21407.4,2.6333333333333333,30.14305,24.774820000000002
mercoledì 05:15:00,mercoledì,05:15:00,126.2,730.2,5724.4,14885,21515.2,3.95,30.14305,29.368768
mercoledì 05:20:00,mercoledì,05:20:00,126,759,5743.8,14896.2,21569.4,5.266666666666667,30.14305,29.368768
mercoledì 05:25:00,mercoledì,05:25:00,126.8,776.8,5826,14880.6,21666.8,6.583333333333334,30.14305,29.368768
mercoledì 05:30:00,mercoledì,05:30:00,128,887.8,5780.2,14841.8,21714,7.9,30.14305,36.102546000000004
mercoledì 05:35:00,mercoledì,05:35:00,132,865,5867.2,14874.6,21844.6,9.216666666666667,30.14305,36.102546000000004
mercoledì 05:40:00,mercoledì,05:40:00,138.4,1023.8,5766.4,14891,21942.6,10.533333333333333,30.14305,36.102546000000004
mercoledì 05:45:00,mercoledì,05:45:00,155.6,995.8,5816,14903.2,21972.6,11.85,30.14305,38.62608
mercoledì 05:50:00,mercoledì,05:50:00,192.4,849.6,5937.2,14935.8,22016.8,13.166666666666668,30.14305,38.62608
mercoledì 05:55:00,mercoledì,05:55:00,263.8,842,5900.2,14931,22060,14.48333333333333,30.14305,38.62608
mercoledì 06:00:00,mercoledì,06:00:00,377,1099.2,5581.8,14911.6,22108,15.8,30.838158,38.59966
mercoledì 06:05:00,mercoledì,06:05:00,557,1512.2,5226.2,14871.8,22391.2,87.06666666666666,30.838158,38.59966
mercoledì 06:10:00,mercoledì,06:10:00,813.2,1815.8,4865.6,14868.2,22602,158.33333333333331,30.838158,38.59966
mercoledì 06:15:00,mercoledì,06:15:00,1124.6,1955,4563,14832.6,22692.4,229.6,30.838158,38.029344
mercoledì 06:20:00,mercoledì,06:20:00,1505.2,1690.8,4536.6,14819,22756,300.8666666666666,30.838158,38.029344
mercoledì 06:25:00,mercoledì,06:25:00,1952.4,1334.4,4595.2,14781.2,22851.2,372.1333333333334,30.838158,38.029344
mercoledì 06:30:00,mercoledì,06:30:00,2473.4,1053.6,4556.4,14657.2,22887.2,443.4,30.838158,29.035256
mercoledì 06:35:00,mercoledì,06:35:00,3058,786.6,4569.4,14442.4,22990.6,514.6666666666667,30.838158,29.035256
mercoledì 06:40:00,mercoledì,06:40:00,3679.6,531.2,4459.2,14295.4,23103.6,585.9333333333333,30.838158,29.035256
mercoledì 06:45:00,mercoledì,06:45:00,4338.6,295.6,4261.6,14149.4,23147.8,657.2,30.838158,17.296888
mercoledì 06:50:00,mercoledì,06:50:00,5024.2,106.8,3972.2,13972.6,23186.8,728.4666666666667,30.838158,17.296888
mercoledì 06:55:00,mercoledì,06:55:00,5723.2,-2.4,3601.8,13789.8,23233.6,799.7333333333332,30.838158,17.296888
mercoledì 07:00:00,mercoledì,07:00:00,6445.2,104,3044,13568.8,23265.2,871,4.516546,20.443076
mercoledì 07:05:00,mercoledì,07:05:00,7217,335,2677,13325.4,23458,898.1833333333334,4.516546,20.443076
mercoledì 07:10:00,mercoledì,07:10:00,7963.8,402.8,2177,13198.8,23596,925.3666666666667,4.516546,20.443076
mercoledì 07:15:00,mercoledì,07:15:00,8689.2,347.2,1727.6,13027.4,23639.6,952.55,4.516546,10.04426
mercoledì 07:20:00,mercoledì,07:20:00,9407.4,41,1554.6,12774.6,23624.2,979.7333333333333,4.516546,10.04426
mercoledì 07:25:00,mercoledì,07:25:00,10040,-210.8,1496.4,12422.2,23596.6,1006.9166666666666,4.516546,10.04426
mercoledì 07:30:00,mercoledì,07:30:00,10666.2,-443,1301,12185,23554.8,1034.1,4.516546,-5.684666
mercoledì 07:35:00,mercoledì,07:35:00,11294.2,-622.6,1068.2,11956.6,23501.6,1061.2833333333333,4.516546,-5.684666
mercoledì 07:40:00,mercoledì,07:40:00,11883.4,-956.2,996.2,11751.2,23530,1088.4666666666667,4.516546,-5.684666
mercoledì 07:45:00,mercoledì,07:45:00,12308.6,-1165.8,866,11591.8,23444.8,1115.65,4.516546,-10.891758
mercoledì 07:50:00,mercoledì,07:50:00,12654.8,-1360.6,703.8,11508,23346.6,1142.8333333333335,4.516546,-10.891758
mercoledì 07:55:00,mercoledì,07:55:00,12903.2,-1457.6,537.8,11423.6,23259.2,1170.0166666666667,4.516546,-10.891758
mercoledì 08:00:00,mercoledì,08:00:00,13236.4,-1392.6,161.8,11343.2,23217.2,1197.2,-10.91621,-2.122272
mercoledì 08:05:00,mercoledì,08:05:00,13697,-1179.6,-221.2,11054.8,23194.6,1242.3,-10.91621,-2.122272
mercoledì 08:10:00,mercoledì,08:10:00,14148,-1083,-411,10706.8,23179,1287.3999999999999,-10.91621,-2.122272
mercoledì 08:15:00,mercoledì,08:15:00,14439,-1110.6,-534.4,10480.2,23119.8,1332.5,-10.91621,-4.747754
mercoledì 08:20:00,mercoledì,08:20:00,14624.6,-1174,-606.4,10349.2,23022,1377.6000000000001,-10.91621,-4.747754
mercoledì 08:25:00,mercoledì,08:25:00,14875.6,-1349.8,-709.8,10294.8,22953.4,1422.7,-10.91621,-4.747754
mercoledì 08:30:00,mercoledì,08:30:00,15061.8,-1572.8,-722.4,10240.6,22856.2,1467.8,-10.91621,-6.039772
mercoledì 08:35:00,mercoledì,08:35:00,15294,-1728,-820.2,10187.8,22780.2,1512.9,-10.91621,-6.039772
mercoledì 08:40:00,mercoledì,08:40:00,15393,-1916.4,-819.8,10186.8,22702,1557.9999999999998,-10.91621,-6.039772
mercoledì 08:45:00,mercoledì,08:45:00,15469.2,-2014.4,-900.8,10202.6,22602.6,1603.1,-10.91621,-10.002744
mercoledì 08:50:00,mercoledì,08:50:00,15543.6,-2098.2,-1009.8,10201.4,22477,1648.2,-10.91621,-10.002744
mercoledì 08:55:00,mercoledì,08:55:00,15581.6,-2136.8,-1120.8,10224.6,22358.2,1693.3,-10.91621,-10.002744
mercoledì 09:00:00,mercoledì,09:00:00,15671,-2138,-1252,10193.8,22269.4,1738.4,-15.219278,-8.332008
mercoledì 09:05:00,mercoledì,09:05:00,15832.4,-2222.6,-1247,10110,22217,1725.5666666666668,-15.219278,-8.332008
mercoledì 09:10:00,mercoledì,09:10:00,15915.6,-2276,-1195,9958,22132.4,1712.7333333333333,-15.219278,-8.332008
mercoledì 09:15:00,mercoledì,09:15:00,15922,-2221.8,-1358,9895.8,21969.6,1699.9,-15.219278,-10.479258
mercoledì 09:20:00,mercoledì,09:20:00,16037.2,-2283.6,-1479,9869,21838.4,1687.0666666666668,-15.219278,-10.479258
mercoledì 09:25:00,mercoledì,09:25:00,16093.6,-2461.4,-1522.6,9848.8,21675.4,1674.2333333333333,-15.219278,-10.479258
mercoledì 09:30:00,mercoledì,09:30:00,16053.2,-2554,-1522,9830.8,21500.8,1661.4,-15.219278,-13.989654
mercoledì 09:35:00,mercoledì,09:35:00,15995.2,-2623.2,-1540,9811.6,21368.4,1648.5666666666668,-15.219278,-13.989654
mercoledì 09:40:00,mercoledì,09:40:00,16029,-2764.6,-1539.6,9773,21203,1635.7333333333333,-15.219278,-13.989654
mercoledì 09:45:00,mercoledì,09:45:00,16024.2,-2828.4,-1587.4,9728.6,21015,1622.9,-15.219278,-17.792118
mercoledì 09:50:00,mercoledì,09:50:00,15999.6,-2861.6,-1641.2,9695,20891.2,1610.0666666666668,-15.219278,-17.792118
mercoledì 09:55:00,mercoledì,09:55:00,16050.4,-2910.4,-1728.2,9638.6,20766,1597.2333333333333,-15.219278,-17.792118
mercoledì 10:00:00,mercoledì,10:00:00,16196.8,-2933.8,-1873.8,9564.2,20632,1584.4,-15.51428,-11.663952
mercoledì 10:05:00,mercoledì,10:05:00,16575.6,-3338.4,-1824,9447,20647.8,1595.7166666666667,-15.51428,-11.663952
mercoledì 10:10:00,mercoledì,10:10:00,16731.4,-3468.8,-1864.8,9361,20573.6,1607.0333333333333,-15.51428,-11.663952
mercoledì 10:15:00,mercoledì,10:15:00,16706.8,-3435.6,-1952.2,9323.2,20456.4,1618.35,-15.51428,-14.564482
mercoledì 10:20:00,mercoledì,10:20:00,16787.4,-3420.4,-2119.6,9291,20336.8,1629.6666666666667,-15.51428,-14.564482
mercoledì 10:25:00,mercoledì,10:25:00,16857.6,-3469.6,-2224.2,9249.4,20228,1640.9833333333333,-15.51428,-14.564482
mercoledì 10:30:00,mercoledì,10:30:00,16742,-3506,-2188.2,9240.2,20072.4,1652.3,-15.51428,-14.365608
mercoledì 10:35:00,mercoledì,10:35:00,16785,-3661.2,-2205.2,9226.2,19931.4,1663.6166666666666,-15.51428,-14.365608
mercoledì 10:40:00,mercoledì,10:40:00,16822.2,-3765,-2221.6,9189.4,19800.2,1674.9333333333334,-15.51428,-14.365608
mercoledì 10:45:00,mercoledì,10:45:00,16782.6,-3828.4,-2220,9143.8,19684.4,1686.25,-15.51428,-17.577514
mercoledì 10:50:00,mercoledì,10:50:00,16819.6,-3847.2,-2274.8,9100.6,19570.4,1697.5666666666666,-15.51428,-17.577514
mercoledì 10:55:00,mercoledì,10:55:00,16822.6,-3926.2,-2264.4,9067.6,19480.2,1708.8833333333334,-15.51428,-17.577514
mercoledì 11:00:00,mercoledì,11:00:00,16785.4,-3936.2,-2292.6,9046.4,19344.8,1720.2,-15.81038,-13.492358
mercoledì 11:05:00,mercoledì,11:05:00,16926.6,-4169.2,-2234.2,9010.6,19320.6,1728.7833333333333,-15.81038,-13.492358
mercoledì 11:10:00,mercoledì,11:10:00,16901.4,-4168.4,-2199.4,8943.6,19247.8,1737.3666666666666,-15.81038,-13.492358
mercoledì 11:15:00,mercoledì,11:15:00,16907.8,-4137.6,-2276,8902.8,19170.4,1745.95,-15.81038,-15.123624
mercoledì 11:20:00,mercoledì,11:20:00,16963.8,-4202.2,-2335,8872.8,19074.4,1754.5333333333333,-15.81038,-15.123624
mercoledì 11:25:00,mercoledì,11:25:00,16874.2,-4090.6,-2449,8870.8,18965.6,1763.1166666666666,-15.81038,-15.123624
mercoledì 11:30:00,mercoledì,11:30:00,16813.4,-3999.2,-2539.6,8848.2,18860.4,1771.7,-15.81038,-17.804778
mercoledì 11:35:00,mercoledì,11:35:00,16889,-4030.2,-2584,8802.4,18808.6,1780.2833333333333,-15.81038,-17.804778
mercoledì 11:40:00,mercoledì,11:40:00,16958.4,-4113.2,-2658,8801.8,18758.6,1788.8666666666666,-15.81038,-17.804778
mercoledì 11:45:00,mercoledì,11:45:00,16857.4,-4053.4,-2706,8820,18692,1797.45,-15.81038,-16.880252
mercoledì 11:50:00,mercoledì,11:50:00,16794.2,-4014.8,-2704.4,8821.2,18681,1806.0333333333333,-15.81038,-16.880252
mercoledì 11:55:00,mercoledì,11:55:00,16789,-4015.8,-2778.8,8840.8,18588.8,1814.6166666666666,-15.81038,-16.880252
mercoledì 12:00:00,mercoledì,12:00:00,16821,-4004.2,-2877.8,8869,18529.8,1823.2,-16.800844,-15.744218
mercoledì 12:05:00,mercoledì,12:05:00,16911.6,-4268.4,-2809.8,8887.2,18493.4,1833.85,-16.800844,-15.744218
mercoledì 12:10:00,mercoledì,12:10:00,16896.2,-4357.8,-2733.2,8909.8,18472.6,1844.5000000000002,-16.800844,-15.744218
mercoledì 12:15:00,mercoledì,12:15:00,16835.2,-4260,-2762.4,8873.6,18415.4,1855.15,-16.800844,-15.684516
mercoledì 12:20:00,mercoledì,12:20:00,16818.6,-4212.2,-2789.2,8846,18422.4,1865.8,-16.800844,-15.684516
mercoledì 12:25:00,mercoledì,12:25:00,16764.6,-4103.6,-2868.6,8842.8,18376.6,1876.45,-16.800844,-15.684516
mercoledì 12:30:00,mercoledì,12:30:00,16712.4,-4020.2,-2905.2,8857.8,18376.2,1887.1,-16.800844,-16.538618
mercoledì 12:35:00,mercoledì,12:35:00,16766.6,-3938,-3063,8866.6,18353.4,1897.7499999999998,-16.800844,-16.538618
mercoledì 12:40:00,mercoledì,12:40:00,16728.6,-3915,-3058,8900.6,18332.6,1908.4,-16.800844,-16.538618
mercoledì 12:45:00,mercoledì,12:45:00,16696.6,-3835,-3090.6,8899,18335.2,1919.05,-16.800844,-16.590818
mercoledì 12:50:00,mercoledì,12:50:00,16786.8,-3845.8,-3162.2,8911.8,18352.8,1929.6999999999998,-16.800844,-16.590818
mercoledì 12:55:00,mercoledì,12:55:00,16753.4,-3919.6,-3093.4,8947,18333.8,1940.3500000000001,-16.800844,-16.590818
mercoledì 13:00:00,mercoledì,13:00:00,16815.4,-3902.6,-3119.4,8950.6,18372.2,1951,-16.126198,-16.015654
mercoledì 13:05:00,mercoledì,13:05:00,16934.6,-4084,-3083.2,9024.4,18400.2,1972.4,-16.126198,-16.015654
mercoledì 13:10:00,mercoledì,13:10:00,16973,-4210.8,-3002,9059.4,18369.4,1993.8,-16.126198,-16.015654
