week_hour_start,week_start,hour_start,solare,batterie,import - export,produzione_rimanente,load,solar_curtailment_mw_smooth,lmp_day_ahead_hourly,lmp_real_time_15_min
giovedì 09:40:00,giovedì,09:40:00,16868,-2357.8,-1172.6,9169,21939.4,1141.7333333333333,-13.458172000000001,-12.05285
giovedì 09:45:00,giovedì,09:45:00,16926.8,-2417.2,-1229.2,9132,21842.2,1132.05,-13.458172000000001,-14.33229
giovedì 09:50:00,giovedì,09:50:00,17032.4,-2501,-1303.8,9080.8,21785,1122.3666666666666,-13.458172000000001,-14.33229
giovedì 09:55:00,giovedì,09:55:00,17077,-2557.6,-1345.6,9027.4,21687.6,1112.6833333333334,-13.458172000000001,-14.33229
giovedì 10:00:00,giovedì,10:00:00,17112,-2534.2,-1394.4,8971.8,21571.2,1103,-13.124032,-12.722584000000001
giovedì 10:05:00,giovedì,10:05:00,17378,-3227.6,-1112.6,8950.2,21549.4,1109.1166666666666,-13.124032,-12.722584000000001
giovedì 10:10:00,giovedì,10:10:00,17473.6,-3374.2,-1104,8900.2,21440.8,1115.2333333333333,-13.124032,-12.722584000000001
giovedì 10:15:00,giovedì,10:15:00,17501.6,-3360.8,-1254,8861.6,21319.8,1121.35,-13.124032,-13.583934000000001
giovedì 10:20:00,giovedì,10:20:00,17553.2,-3427,-1308.8,8809,21236.4,1127.4666666666667,-13.124032,-13.583934000000001
giovedì 10:25:00,giovedì,10:25:00,17596.4,-3532.8,-1323.2,8757.6,21115.4,1133.5833333333333,-13.124032,-13.583934000000001
giovedì 10:30:00,giovedì,10:30:00,17628.4,-3608.2,-1343.4,8704.8,21010.8,1139.7,-13.124032,-14.271968
giovedì 10:35:00,giovedì,10:35:00,17674.4,-3658.4,-1365.6,8634.8,20936.6,1145.8166666666666,-13.124032,-14.271968
giovedì 10:40:00,giovedì,10:40:00,17633.6,-3584,-1414.6,8560.2,20831.6,1151.9333333333334,-13.124032,-14.271968
giovedì 10:45:00,giovedì,10:45:00,17656,-3559,-1531.2,8512.8,20719,1158.05,-13.124032,-14.063156
giovedì 10:50:00,giovedì,10:50:00,17682,-3612.6,-1560.2,8466.6,20653.2,1164.1666666666667,-13.124032,-14.063156
giovedì 10:55:00,giovedì,10:55:00,17650.2,-3631,-1584.2,8425.8,20549.8,1170.2833333333333,-13.124032,-14.063156
giovedì 11:00:00,giovedì,11:00:00,17650.4,-3609,-1621.6,8366.6,20460.2,1176.4,-13.285838,-12.08417
giovedì 11:05:00,giovedì,11:05:00,17713.4,-3824.8,-1609.6,8369.6,20353,1171.2166666666667,-13.285838,-12.08417
giovedì 11:10:00,giovedì,11:10:00,17675.6,-3938.4,-1568.4,8393,20230.8,1166.0333333333333,-13.285838,-12.08417
giovedì 11:15:00,giovedì,11:15:00,17635.8,-3988,-1647.4,8456.6,20104.4,1160.85,-13.285838,-12.413188
giovedì 11:20:00,giovedì,11:20:00,17744.6,-4057,-1758.4,8457.2,20025.4,1155.6666666666667,-13.285838,-12.413188
giovedì 11:25:00,giovedì,11:25:00,17752.6,-4086.4,-1782,8412.8,19954.4,1150.4833333333333,-13.285838,-12.413188
giovedì 11:30:00,giovedì,11:30:00,17779.4,-4171.2,-1701.4,8314.4,19853.4,1145.3,-13.285838,-14.452622
giovedì 11:35:00,giovedì,11:35:00,17887.6,-4128,-1889,8243.4,19797.6,1140.1166666666668,-13.285838,-14.452622
giovedì 11:40:00,giovedì,11:40:00,17916,-4112,-1971.4,8220.6,19730,1134.9333333333334,-13.285838,-14.452622
giovedì 11:45:00,giovedì,11:45:00,17914.8,-4120.8,-1985.2,8169.8,19678.6,1129.75,-13.285838,-14.426908000000001
giovedì 11:50:00,giovedì,11:50:00,17902.4,-4101.6,-2037.8,8137.4,19574,1124.5666666666666,-13.285838,-14.426908000000001
giovedì 11:55:00,giovedì,11:55:00,17895.6,-4099.6,-2139.6,8168.6,19520.8,1119.3833333333332,-13.285838,-14.426908000000001
giovedì 12:00:00,giovedì,12:00:00,17869.6,-4109,-2166.8,8184.4,19456.2,1114.2,-13.032662,-11.705802
giovedì 12:05:00,giovedì,12:05:00,17917.4,-4243,-2175,8179.6,19399.6,1142.0333333333333,-13.032662,-11.705802
giovedì 12:10:00,giovedì,12:10:00,17890.4,-4177.2,-2185.2,8139.4,19427.6,1169.8666666666668,-13.032662,-11.705802
giovedì 12:15:00,giovedì,12:15:00,17841.2,-4129.6,-2263.2,8149.2,19395,1197.7,-13.032662,-11.304708000000002
giovedì 12:20:00,giovedì,12:20:00,17898.2,-4164.2,-2356.6,8172.8,19353.8,1225.5333333333333,-13.032662,-11.304708000000002
giovedì 12:25:00,giovedì,12:25:00,17871.6,-4131.6,-2442.8,8192.6,19271.6,1253.3666666666668,-13.032662,-11.304708000000002
giovedì 12:30:00,giovedì,12:30:00,17784.6,-4052.4,-2462.2,8196.2,19275,1281.2,-13.032662,-14.004178
giovedì 12:35:00,giovedì,12:35:00,17786,-4138.2,-2442,8234,19278,1309.0333333333333,-13.032662,-14.004178
giovedì 12:40:00,giovedì,12:40:00,17740.4,-4155.6,-2480.2,8288.2,19237.8,1336.8666666666668,-13.032662,-14.004178
giovedì 12:45:00,giovedì,12:45:00,17754.6,-4069.8,-2576.2,8292.2,19219.6,1364.7,-13.032662,-14.549104
giovedì 12:50:00,giovedì,12:50:00,17768.8,-4003.8,-2655.6,8284.4,19228.8,1392.5333333333333,-13.032662,-14.549104
giovedì 12:55:00,giovedì,12:55:00,17706,-4000.2,-2605.6,8287.2,19243.4,1420.3666666666668,-13.032662,-14.549104
giovedì 13:00:00,giovedì,13:00:00,17643.6,-3946,-2577.2,8313.8,19260.2,1448.2,-13.86422,-14.142304
giovedì 13:05:00,giovedì,13:05:00,17705.6,-3865,-2673.4,8312.2,19253.2,1475.8,-13.86422,-14.142304
giovedì 13:10:00,giovedì,13:10:00,17740.6,-3893,-2606.4,8288,19340.8,1503.3999999999999,-13.86422,-14.142304
giovedì 13:15:00,giovedì,13:15:00,17666.2,-3789.8,-2641.2,8312.8,19305.2,1531,-13.86422,-14.245368
giovedì 13:20:00,giovedì,13:20:00,17670,-3746.8,-2640,8336.4,19396,1558.6,-13.86422,-14.245368
giovedì 13:25:00,giovedì,13:25:00,17553,-3654,-2684.8,8373.6,19384.8,1586.2,-13.86422,-14.245368
giovedì 13:30:00,giovedì,13:30:00,17511.8,-3566.4,-2713.4,8402.6,19391,1613.8,-13.86422,-15.707270000000001
giovedì 13:35:00,giovedì,13:35:00,17499,-3483.4,-2784.2,8450.6,19401.4,1641.4,-13.86422,-15.707270000000001
giovedì 13:40:00,giovedì,13:40:00,17457.8,-3432.2,-2795.6,8470.6,19414.4,1669,-13.86422,-15.707270000000001
giovedì 13:45:00,giovedì,13:45:00,17462.4,-3348.8,-2859.8,8497,19433.2,1696.6,-13.86422,-16.36974
giovedì 13:50:00,giovedì,13:50:00,17423.2,-3218.8,-2913,8500.6,19510,1724.2,-13.86422,-16.36974
giovedì 13:55:00,giovedì,13:55:00,17416.4,-3210.6,-2882.6,8512.2,19553,1751.8,-13.86422,-16.36974
giovedì 14:00:00,giovedì,14:00:00,17399.6,-3150.4,-2917,8556,19611.6,1779.4,-13.546332000000001,-16.02328
giovedì 14:05:00,giovedì,14:05:00,17388,-3226.8,-2879.6,8599.6,19626.2,1785.2,-13.546332000000001,-16.02328
giovedì 14:10:00,giovedì,14:10:00,17333.6,-3208.6,-2870,8670.6,19688.8,1791,-13.546332000000001,-16.02328
giovedì 14:15:00,giovedì,14:15:00,17271,-3054.8,-2973.8,8752,19733.8,1796.8,-13.546332000000001,-16.045766
giovedì 14:20:00,giovedì,14:20:00,17185,-2958.2,-2967,8819,19799.8,1802.6000000000001,-13.546332000000001,-16.045766
giovedì 14:25:00,giovedì,14:25:00,17005.8,-2771.6,-2995.8,8890.6,19859.4,1808.3999999999999,-13.546332000000001,-16.045766
giovedì 14:30:00,giovedì,14:30:00,16955.6,-2718.8,-3013.8,8948.8,19913.6,1814.2,-13.546332000000001,-15.070988
giovedì 14:35:00,giovedì,14:35:00,16929.6,-2681.2,-3008.4,8938.8,19912.4,1820,-13.546332000000001,-15.070988
giovedì 14:40:00,giovedì,14:40:00,16928.8,-2731.8,-2947.4,9084,20030,1825.8,-13.546332000000001,-15.070988
giovedì 14:45:00,giovedì,14:45:00,16874.2,-2669.2,-2887.4,9132,20143.6,1831.6,-13.546332000000001,-16.678729999999998
giovedì 14:50:00,giovedì,14:50:00,16829.6,-2482.6,-2944.4,9169.2,20221.8,1837.4,-13.546332000000001,-16.678729999999998
giovedì 14:55:00,giovedì,14:55:00,16801.8,-2388.8,-3005.2,9250.6,20328.6,1843.1999999999998,-13.546332000000001,-16.678729999999998
giovedì 15:00:00,giovedì,15:00:00,16756.6,-2226,-3097.8,9333.6,20416.2,1849,-11.572444,-16.745952
giovedì 15:05:00,giovedì,15:05:00,16763.8,-2241,-3216.8,9433,20436,1860.6666666666667,-11.572444,-16.745952
giovedì 15:10:00,giovedì,15:10:00,16801.2,-2185.8,-3260,9410.6,20536.2,1872.3333333333335,-11.572444,-16.745952
giovedì 15:15:00,giovedì,15:15:00,16805,-2175,-3297.8,9510.6,20641.2,1884,-11.572444,-14.073599999999999
giovedì 15:20:00,giovedì,15:20:00,16815.8,-2035.8,-3434.4,9743,20815.4,1895.6666666666665,-11.572444,-14.073599999999999
giovedì 15:25:00,giovedì,15:25:00,16803,-2041,-3439.4,9920.2,20889.8,1907.3333333333335,-11.572444,-14.073599999999999
giovedì 15:30:00,giovedì,15:30:00,16793.6,-1982.4,-3481,10023.8,20984.8,1919,-11.572444,-12.82841
giovedì 15:35:00,giovedì,15:35:00,16757.4,-1914.6,-3525,10150.4,21053.8,1930.6666666666665,-11.572444,-12.82841
giovedì 15:40:00,giovedì,15:40:00,16701.2,-1789.6,-3528.4,10228.2,21178,1942.3333333333335,-11.572444,-12.82841
giovedì 15:45:00,giovedì,15:45:00,16574.4,-1668,-3500,10316.6,21312.8,1954,-11.572444,-10.094126
giovedì 15:50:00,giovedì,15:50:00,16578.2,-1593,-3487.2,10385,21461.8,1965.6666666666665,-11.572444,-10.094126
giovedì 15:55:00,giovedì,15:55:00,16502.6,-1550.6,-3422.6,10465.8,21599.2,1977.3333333333335,-11.572444,-10.094126
giovedì 16:00:00,giovedì,16:00:00,16389.2,-1614.8,-3281.8,10630,21712.6,1989,-9.037248,-19.978464
giovedì 16:05:00,giovedì,16:05:00,16169.8,-1771.8,-3094,10777.2,21690,1948.3333333333333,-9.037248,-19.978464
giovedì 16:10:00,giovedì,16:10:00,16026.8,-1540.8,-3006.4,10754.8,21745.4,1907.6666666666667,-9.037248,-19.978464
giovedì 16:15:00,giovedì,16:15:00,15831.4,-1324.6,-2883.2,10758.6,21913.2,1867,-9.037248,-12.768348
giovedì 16:20:00,giovedì,16:20:00,15825.2,-1073.8,-2989.6,10824.6,22081.4,1826.3333333333333,-9.037248,-12.768348
giovedì 16:25:00,giovedì,16:25:00,15716,-922.6,-2956.8,10919.4,22256.8,1785.6666666666667,-9.037248,-12.768348
giovedì 16:30:00,giovedì,16:30:00,15654.8,-730,-2933.2,10967.6,22443.6,1745,-9.037248,-11.571942
giovedì 16:35:00,giovedì,16:35:00,15649.6,-644.4,-2907.4,11004.2,22641,1704.3333333333333,-9.037248,-11.571942
giovedì 16:40:00,giovedì,16:40:00,15634.4,-532.4,-2889.4,11079.4,22793.6,1663.6666666666667,-9.037248,-11.571942
giovedì 16:45:00,giovedì,16:45:00,15623.2,-515.2,-2894.8,11253.6,22986.2,1623,-9.037248,-6.53573
giovedì 16:50:00,giovedì,16:50:00,15565.6,-495.2,-2816.6,11388.8,23185.8,1582.3333333333333,-9.037248,-6.53573
giovedì 16:55:00,giovedì,16:55:00,15523,-571.6,-2698.8,11541.4,23356.2,1541.6666666666667,-9.037248,-6.53573
giovedì 17:00:00,giovedì,17:00:00,15369.2,-760.4,-2369.8,11688.4,23542.4,1501,4.41459,-15.44523
giovedì 17:05:00,giovedì,17:05:00,15145.2,-822.4,-2292.2,11856.6,23579.2,1399.3,4.41459,-15.44523
giovedì 17:10:00,giovedì,17:10:00,14903.6,-887.8,-2026,11962.8,23702,1297.6,4.41459,-15.44523
giovedì 17:15:00,giovedì,17:15:00,14647.4,-711.4,-1877.6,12053.4,23884.2,1195.9,4.41459,-8.684493999999999
giovedì 17:20:00,giovedì,17:20:00,14507.6,-517.8,-2097.2,12403.4,24084.2,1094.2,4.41459,-8.684493999999999
giovedì 17:25:00,giovedì,17:25:00,14288.2,-267.8,-2007.2,12494.2,24291.6,992.5,4.41459,-8.684493999999999
giovedì 17:30:00,giovedì,17:30:00,14124,-53.2,-1978.8,12620,24512.2,890.8,4.41459,-2.6831959999999997
giovedì 17:35:00,giovedì,17:35:00,13968.8,125.2,-1941.6,12715.2,24701.2,789.1,4.41459,-2.6831959999999997
giovedì 17:40:00,giovedì,17:40:00,13859.6,85.8,-1755.6,12870,24898.8,687.4,4.41459,-2.6831959999999997
giovedì 17:45:00,giovedì,17:45:00,13654.4,181.2,-1675.6,13084.6,25093.6,585.7,4.41459,7.498264000000001
giovedì 17:50:00,giovedì,17:50:00,13330.4,255,-1512,13333.8,25278.8,483.99999999999994,4.41459,7.498264000000001
giovedì 17:55:00,giovedì,17:55:00,12870,351,-1301,13651.2,25438.6,382.30000000000007,4.41459,7.498264000000001
giovedì 18:00:00,giovedì,18:00:00,12320,347.8,-939.2,13959,25567.6,280.6,28.647906,1.1470259999999999
giovedì 18:05:00,giovedì,18:05:00,11655.2,190.2,-534,14269.2,25532.6,258.15000000000003,28.647906,1.1470259999999999
giovedì 18:10:00,giovedì,18:10:00,10921,340,-200.8,14578.6,25574.6,235.7,28.647906,1.1470259999999999
giovedì 18:15:00,giovedì,18:15:00,10257.8,514,243.8,14768.4,25749,213.25,28.647906,10.870125999999999
giovedì 18:20:00,giovedì,18:20:00,9572.2,811.2,347.6,15142.8,25924.4,190.8,28.647906,10.870125999999999
giovedì 18:25:00,giovedì,18:25:00,8818.6,1073,742.8,15386.2,26108,168.35,28.647906,10.870125999999999
giovedì 18:30:00,giovedì,18:30:00,8040.4,1356.2,1096.8,15638.6,26266.4,145.9,28.647906,25.518318
giovedì 18:35:00,giovedì,18:35:00,7315,1741.4,1239,15951.4,26410.6,123.44999999999999,28.647906,25.518318
giovedì 18:40:00,giovedì,18:40:00,6607,2143.8,1267.4,16370.4,26566.2,101.00000000000001,28.647906,25.518318
giovedì 18:45:00,giovedì,18:45:00,5846.8,2566.4,1460.6,16627.6,26697,78.55,28.647906,48.444815999999996
giovedì 18:50:00,giovedì,18:50:00,5139,2992.2,1610.2,16880,26842.2,56.09999999999997,28.647906,48.444815999999996
giovedì 18:55:00,giovedì,18:55:00,4408.6,3431.2,1763.8,17114.2,26940.2,33.65000000000003,28.647906,48.444815999999996
giovedì 19:00:00,giovedì,19:00:00,3748.8,3768.4,1966.6,17309.6,27040.8,11.2,42.909814,28.480764
giovedì 19:05:00,giovedì,19:05:00,3127.4,4557,1654.4,17443,26996,10.266666666666667,42.909814,28.480764
giovedì 19:10:00,giovedì,19:10:00,2572.4,5051.4,1697,17651.6,27023.8,9.333333333333334,42.909814,28.480764
giovedì 19:15:00,giovedì,19:15:00,2016.6,5286.4,1818.2,17819.2,27109.8,8.4,42.909814,35.572720000000004
giovedì 19:20:00,giovedì,19:20:00,1564.2,5548.6,1918.6,18002.8,27221.4,7.466666666666667,42.909814,35.572720000000004
giovedì 19:25:00,giovedì,19:25:00,1182.4,5842.4,1881.8,18149.8,27283.8,6.533333333333333,42.909814,35.572720000000004
giovedì 19:30:00,giovedì,19:30:00,854.8,6064.8,1936.2,18269.6,27384.8,5.6,42.909814,41.484522
giovedì 19:35:00,giovedì,19:35:00,612,6075.6,2078.6,18408.4,27447.8,4.666666666666666,42.909814,41.484522
giovedì 19:40:00,giovedì,19:40:00,417.6,6084.4,2183.6,18513,27501.8,3.7333333333333343,42.909814,41.484522
giovedì 19:45:00,giovedì,19:45:00,285.8,6128.6,2239.4,18571.4,27554.4,2.8,42.909814,50.714712
giovedì 19:50:00,giovedì,19:50:00,195,6103,2370.8,18590.6,27590.8,1.8666666666666658,42.909814,50.714712
giovedì 19:55:00,giovedì,19:55:00,133.8,6044,2462,18699.6,27664.8,0.9333333333333342,42.909814,50.714712
giovedì 20:00:00,giovedì,20:00:00,98,5953.6,2512.4,18808.6,27706.2,0,43.782856,45.462745999999996
giovedì 20:05:00,giovedì,20:05:00,80.6,5872.2,2439,19003.2,27743,0,43.782856,45.462745999999996
giovedì 20:10:00,giovedì,20:10:00,76.4,5838,2442,19109.4,27790.2,0,43.782856,45.462745999999996
giovedì 20:15:00,giovedì,20:15:00,78,5824.4,2517.6,19087,27808.8,0,43.782856,49.448954
giovedì 20:20:00,giovedì,20:20:00,80.6,5825.2,2562,19076.4,27833,0,43.782856,49.448954
giovedì 20:25:00,giovedì,20:25:00,84.4,5759.6,2547.8,19162,27849.8,0,43.782856,49.448954
giovedì 20:30:00,giovedì,20:30:00,89,5692.2,2561.4,19181.2,27839.8,0,43.782856,43.735023999999996
giovedì 20:35:00,giovedì,20:35:00,94.4,5733.8,2512.6,19158.2,27790.4,0,43.782856,43.735023999999996
giovedì 20:40:00,giovedì,20:40:00,95.2,5618.6,2585,19160.4,27756.8,0,43.782856,43.735023999999996
giovedì 20:45:00,giovedì,20:45:00,92.6,5508.8,2619.8,19165.4,27695,0,43.782856,57.843694
giovedì 20:50:00,giovedì,20:50:00,92.8,5381.4,2711.6,19100,27603.8,0,43.782856,57.843694
giovedì 20:55:00,giovedì,20:55:00,95,5340.6,2747.6,19050.4,27555.4,0,43.782856,57.843694
giovedì 21:00:00,giovedì,21:00:00,96.8,5271,2739.8,19055,27480,0,37.865498,50.602592
giovedì 21:05:00,giovedì,21:05:00,98,5289,2862.4,18951.6,27499.4,0,37.865498,50.602592
giovedì 21:10:00,giovedì,21:10:00,88,5215.2,3020.2,18874.6,27511.4,0,37.865498,50.602592
giovedì 21:15:00,giovedì,21:15:00,87.4,5113,3103.2,18814.2,27445.2,0,37.865498,44.360536
giovedì 21:20:00,giovedì,21:20:00,89.2,5062.2,3152.8,18762.2,27382.6,0,37.865498,44.360536
giovedì 21:25:00,giovedì,21:25:00,91.2,4974.8,3166.4,18751.2,27285.8,0,37.865498,44.360536
giovedì 21:30:00,giovedì,21:30:00,94,4857.2,3189.6,18751,27180.8,0,37.865498,40.191624
giovedì 21:35:00,giovedì,21:35:00,96.6,4853.2,3208.4,18637.2,27082,0,37.865498,40.191624
giovedì 21:40:00,giovedì,21:40:00,94.6,4698.4,3301.8,18612.2,26981.6,0,37.865498,40.191624
giovedì 21:45:00,giovedì,21:45:00,93.8,4526,3389,18586.4,26833.8,0,37.865498,38.28199
giovedì 21:50:00,giovedì,21:50:00,95.4,4363.8,3480.8,18515,26705.8,0,37.865498,38.28199
giovedì 21:55:00,giovedì,21:55:00,95.4,4178.4,3600,18439.8,26562,0,37.865498,38.28199
giovedì 22:00:00,giovedì,22:00:00,95,3906.4,3818.8,18385.4,26423,0,32.476252,48.100676
giovedì 22:05:00,giovedì,22:05:00,94.8,3703.8,4027.4,18286.2,26253.8,0,32.476252,48.100676
giovedì 22:10:00,giovedì,22:10:00,96,3554,4090.6,18258.2,26085.6,0,32.476252,48.100676
giovedì 22:15:00,giovedì,22:15:00,97.4,3351.6,4185.8,18223,25947,0,32.476252,28.66415
giovedì 22:20:00,giovedì,22:20:00,97.4,3115.8,4311.8,18178.4,25785.2,0,32.476252,28.66415
giovedì 22:25:00,giovedì,22:25:00,99.8,2823.4,4482.6,18159.6,25647.8,0,32.476252,28.66415
giovedì 22:30:00,giovedì,22:30:00,100,2531.6,4683.6,18151.6,25505.8,0,32.476252,27.829688
giovedì 22:35:00,giovedì,22:35:00,101,2311.2,4783.2,18125.6,25319,0,32.476252,27.829688
giovedì 22:40:00,giovedì,22:40:00,103.4,2120.4,4910,18040.6,25163.8,0,32.476252,27.829688
giovedì 22:45:00,giovedì,22:45:00,105.6,1852,5076,17938,24963.8,0,32.476252,28.151186
giovedì 22:50:00,giovedì,22:50:00,107.4,1769.2,5033,17889,24799,0,32.476252,28.151186
giovedì 22:55:00,giovedì,22:55:00,108.4,1630.8,5063.8,17849.2,24640.4,0,32.476252,28.151186
giovedì 23:00:00,giovedì,23:00:00,111.8,1413.4,5161.6,17787.8,24479.4,0,30.602356,34.239132
giovedì 23:05:00,giovedì,23:05:00,112.6,1380,5091.4,17752.6,24331.2,0,30.602356,34.239132
giovedì 23:10:00,giovedì,23:10:00,112,1198,5195.2,17740.8,24249.8,0,30.602356,34.239132
giovedì 23:15:00,giovedì,23:15:00,112.2,1053.8,5248.6,17703,24105.8,0,30.602356,29.551584
giovedì 23:20:00,giovedì,23:20:00,112.2,976.6,5250.6,17642.6,23965.2,0,30.602356,29.551584
giovedì 23:25:00,giovedì,23:25:00,112,697.6,5429.6,17617.8,23823,0,30.602356,29.551584
giovedì 23:30:00,giovedì,23:30:00,113.2,441.6,5582.8,17594.8,23682,0,30.602356,28.848112
giovedì 23:35:00,giovedì,23:35:00,115.2,250,5651,17558.6,23552.2,0,30.602356,28.848112
giovedì 23:40:00,giovedì,23:40:00,114.8,67.2,5695.2,17544.6,23421.2,0,30.602356,28.848112
giovedì 23:45:00,giovedì,23:45:00,111,-70,5736.6,17487.4,23285.6,0,30.602356,26.036154
giovedì 23:50:00,giovedì,23:50:00,111,-87,5705,17399,23158.6,0,30.602356,26.036154
giovedì 23:55:00,giovedì,23:55:00,110.6,-123.4,5727,17289.4,23021.8,0,30.602356,26.036154
venerdì 00:00:00,venerdì,00:00:00,109.6,-19.4,5655,17158.4,22893.8,0,28.901495999999998,32.17422
venerdì 00:05:00,venerdì,00:05:00,109.4,389.6,5612.4,17036.4,23021.6,0,28.901495999999998,32.17422
venerdì 00:10:00,venerdì,00:10:00,108.8,544.6,5610,16964.4,23094.4,0,28.901495999999998,32.17422
venerdì 00:15:00,venerdì,00:15:00,106.4,541.2,5590,16880,22999.8,0,28.901495999999998,29.070710000000002
venerdì 00:20:00,venerdì,00:20:00,104.6,518.2,5634.6,16796.2,22948.6,0,28.901495999999998,29.070710000000002
venerdì 00:25:00,venerdì,00:25:00,105.6,442.2,5691.2,16736,22867.8,0,28.901495999999998,29.070710000000002
venerdì 00:30:00,venerdì,00:30:00,106.4,309.6,5705.4,16738.6,22766.8,0,28.901495999999998,29.868754
venerdì 00:35:00,venerdì,00:35:00,105.2,177.8,5725,16750,22664.6,0,28.901495999999998,29.868754
venerdì 00:40:00,venerdì,00:40:00,104.6,75,5757,16748.2,22568.4,0,28.901495999999998,29.868754
venerdì 00:45:00,venerdì,00:45:00,105,-39.4,5802.4,16730.2,22467.2,0,28.901495999999998,25.294848000000002
venerdì 00:50:00,venerdì,00:50:00,107,-90.2,5797.8,16694.4,22352.8,0,28.901495999999998,25.294848000000002
venerdì 00:55:00,venerdì,00:55:00,107.4,-106.4,5750.2,16661.2,22268.2,0,28.901495999999998,25.294848000000002
venerdì 01:00:00,venerdì,01:00:00,107,-95.6,5728.8,16589.6,22169.8,0,28.1098,31.715418
venerdì 01:05:00,venerdì,01:05:00,107,58,5681.6,16447.6,22112.8,0,28.1098,31.715418
venerdì 01:10:00,venerdì,01:10:00,106.6,114.8,5674.2,16370.2,22069.4,0,28.1098,31.715418
venerdì 01:15:00,venerdì,01:15:00,107.8,76.8,5685.2,16334.4,21991.4,0,28.1098,29.897872
venerdì 01:20:00,venerdì,01:20:00,108.6,5.6,5701.6,16315.6,21907.8,0,28.1098,29.897872
venerdì 01:25:00,venerdì,01:25:00,109.6,-64.8,5734.8,16270.6,21838.4,0,28.1098,29.897872
venerdì 01:30:00,venerdì,01:30:00,109.4,-158.4,5744.4,16267.6,21725,0,28.1098,29.730017999999998
venerdì 01:35:00,venerdì,01:35:00,110,-172.8,5775.4,16176.4,21650.4,0,28.1098,29.730017999999998
venerdì 01:40:00,venerdì,01:40:00,110.8,-138,5758.8,16094.6,21578.6,0,28.1098,29.730017999999998
venerdì 01:45:00,venerdì,01:45:00,112.4,-134.2,5687.8,16061.8,21505.2,0,28.1098,26.310812
venerdì 01:50:00,venerdì,01:50:00,113.6,-165.2,5645.6,16044.6,21430.2,0,28.1098,26.310812
venerdì 01:55:00,venerdì,01:55:00,115,-119.8,5570.2,15987.2,21354,0,28.1098,26.310812
venerdì 02:00:00,venerdì,02:00:00,115.8,-131.2,5575.2,15914.6,21278.8,0,27.365962,29.752522
venerdì 02:05:00,venerdì,02:05:00,116.2,-191.4,5614.6,15880.4,21240,0,27.365962,29.752522
venerdì 02:10:00,venerdì,02:10:00,115.6,-209.4,5600.6,15887.2,21215.8,0,27.365962,29.752522
venerdì 02:15:00,venerdì,02:15:00,115.8,-199,5602.2,15838,21176.4,0,27.365962,28.272958
venerdì 02:20:00,venerdì,02:20:00,116.8,-221.2,5621,15772,21106.4,0,27.365962,28.272958
venerdì 02:25:00,venerdì,02:25:00,114.4,-243.8,5658.6,15717.4,21043.4,0,27.365962,28.272958
venerdì 02:30:00,venerdì,02:30:00,114.4,-263.6,5647,15713.4,20996.4,0,27.365962,26.770562
venerdì 02:35:00,venerdì,02:35:00,113.8,-300.6,5692.6,15671.2,20942.4,0,27.365962,26.770562
venerdì 02:40:00,venerdì,02:40:00,113,-288.2,5699,15606.8,20884.6,0,27.365962,26.770562
venerdì 02:45:00,venerdì,02:45:00,112.6,-250,5652.2,15559,20818.4,0,27.365962,23.528424
venerdì 02:50:00,venerdì,02:50:00,110.8,-209.2,5593.4,15528.2,20789.2,0,27.365962,23.528424
venerdì 02:55:00,venerdì,02:55:00,108.4,-178.6,5575.6,15475.2,20744.6,0,27.365962,23.528424
venerdì 03:00:00,venerdì,03:00:00,108,-166.4,5534.4,15454.4,20694,0,27.23839,24.915864
venerdì 03:05:00,venerdì,03:05:00,105.4,-189.2,5614.8,15446.2,20735.2,0,27.23839,24.915864
venerdì 03:10:00,venerdì,03:10:00,103.8,-159.8,5568.2,15441.8,20744.6,0,27.23839,24.915864
venerdì 03:15:00,venerdì,03:15:00,101,-176.8,5598.8,15413.2,20720.2,0,27.23839,25.121264
venerdì 03:20:00,venerdì,03:20:00,99.8,-191.6,5638.8,15390.4,20707.4,0,27.23839,25.121264
venerdì 03:25:00,venerdì,03:25:00,97.4,-213.8,5628.8,15393.2,20667.4,0,27.23839,25.121264
venerdì 03:30:00,venerdì,03:30:00,93,-213.2,5573.8,15420.8,20637,0,27.23839,25.867932
venerdì 03:35:00,venerdì,03:35:00,87.2,-232.4,5519,15468.4,20627,0,27.23839,25.867932
venerdì 03:40:00,venerdì,03:40:00,84.4,-229.4,5505.8,15479.6,20613,0,27.23839,25.867932
venerdì 03:45:00,venerdì,03:45:00,83,-225.4,5483,15475.8,20591.2,0,27.23839,26.656102
venerdì 03:50:00,venerdì,03:50:00,79.2,-238.8,5494.2,15441.8,20571.4,0,27.23839,26.656102
venerdì 03:55:00,venerdì,03:55:00,74.8,-222.8,5486,15426.4,20569,0,27.23839,26.656102
venerdì 04:00:00,venerdì,04:00:00,71.8,-250.4,5522.8,15399.2,20570.8,0,28.419482,27.01916
venerdì 04:05:00,venerdì,04:05:00,71.6,-191.6,5529.8,15420.4,20646.2,0,28.419482,27.01916
venerdì 04:10:00,venerdì,04:10:00,67.6,-140.2,5483.6,15468.8,20711.6,0,28.419482,27.01916
venerdì 04:15:00,venerdì,04:15:00,65.8,-87,5470.4,15447.2,20748.2,0,28.419482,27.63271
venerdì 04:20:00,venerdì,04:20:00,63.4,-39,5456.4,15440.8,20767.2,0,28.419482,27.63271
