"interval_start_utc","interval_end_utc","load"
2024-05-30 01:45:00,2024-05-30 01:50:00,22193
2024-05-30 01:50:00,2024-05-30 01:55:00,22134
2024-05-30 01:55:00,2024-05-30 02:00:00,22047
2024-05-30 02:00:00,2024-05-30 02:05:00,21978
2024-05-30 02:05:00,2024-05-30 02:10:00,21946
2024-05-30 02:10:00,2024-05-30 02:15:00,22007
2024-05-30 02:15:00,2024-05-30 02:20:00,21994
2024-05-30 02:20:00,2024-05-30 02:25:00,21952
2024-05-30 02:25:00,2024-05-30 02:30:00,21856
2024-05-30 02:30:00,2024-05-30 02:35:00,21776
2024-05-30 02:35:00,2024-05-30 02:40:00,21724
2024-05-30 02:40:00,2024-05-30 02:45:00,21700
2024-05-30 02:45:00,2024-05-30 02:50:00,21638
2024-05-30 02:50:00,2024-05-30 02:55:00,21570
2024-05-30 02:55:00,2024-05-30 03:00:00,21535
2024-05-30 03:00:00,2024-05-30 03:05:00,21507
2024-05-30 03:05:00,2024-05-30 03:10:00,21477
2024-05-30 03:10:00,2024-05-30 03:15:00,21460
2024-05-30 03:15:00,2024-05-30 03:20:00,21445
2024-05-30 03:20:00,2024-05-30 03:25:00,21420
2024-05-30 03:25:00,2024-05-30 03:30:00,21384
2024-05-30 03:30:00,2024-05-30 03:35:00,21361
2024-05-30 03:35:00,2024-05-30 03:40:00,21353
2024-05-30 03:40:00,2024-05-30 03:45:00,21306
2024-05-30 03:45:00,2024-05-30 03:50:00,21298
2024-05-30 03:50:00,2024-05-30 03:55:00,21285
2024-05-30 03:55:00,2024-05-30 04:00:00,21271
2024-05-30 04:00:00,2024-05-30 04:05:00,21290
2024-05-30 04:05:00,2024-05-30 04:10:00,21353
2024-05-30 04:10:00,2024-05-30 04:15:00,21450
2024-05-30 04:15:00,2024-05-30 04:20:00,21469
2024-05-30 04:20:00,2024-05-30 04:25:00,21524
2024-05-30 04:25:00,2024-05-30 04:30:00,21525
2024-05-30 04:30:00,2024-05-30 04:35:00,21537
2024-05-30 04:35:00,2024-05-30 04:40:00,21609
2024-05-30 04:40:00,2024-05-30 04:45:00,21629
2024-05-30 04:45:00,2024-05-30 04:50:00,21653
2024-05-30 04:50:00,2024-05-30 04:55:00,21670
2024-05-30 04:55:00,2024-05-30 05:00:00,21737
2024-05-30 05:00:00,2024-05-30 05:05:00,21755
2024-05-30 05:05:00,2024-05-30 05:10:00,21869
2024-05-30 05:10:00,2024-05-30 05:15:00,22049
2024-05-30 05:15:00,2024-05-30 05:20:00,22149
2024-05-30 05:20:00,2024-05-30 05:25:00,22192
2024-05-30 05:25:00,2024-05-30 05:30:00,22250
2024-05-30 05:30:00,2024-05-30 05:35:00,22314
2024-05-30 05:35:00,2024-05-30 05:40:00,22363
2024-05-30 05:40:00,2024-05-30 05:45:00,22423
2024-05-30 05:45:00,2024-05-30 05:50:00,22394
2024-05-30 05:50:00,2024-05-30 05:55:00,22387
2024-05-30 05:55:00,2024-05-30 06:00:00,22409
2024-05-30 06:00:00,2024-05-30 06:05:00,22470
2024-05-30 06:05:00,2024-05-30 06:10:00,22691
2024-05-30 06:10:00,2024-05-30 06:15:00,22912
2024-05-30 06:15:00,2024-05-30 06:20:00,22981
2024-05-30 06:20:00,2024-05-30 06:25:00,23043
2024-05-30 06:25:00,2024-05-30 06:30:00,23087
2024-05-30 06:30:00,2024-05-30 06:35:00,23140
2024-05-30 06:35:00,2024-05-30 06:40:00,23213
2024-05-30 06:40:00,2024-05-30 06:45:00,23257
2024-05-30 06:45:00,2024-05-30 06:50:00,23255
2024-05-30 06:50:00,2024-05-30 06:55:00,23332
2024-05-30 06:55:00,2024-05-30 07:00:00,23313
2024-05-30 07:00:00,2024-05-30 07:05:00,23312
2024-05-30 07:05:00,2024-05-30 07:10:00,23596
2024-05-30 07:10:00,2024-05-30 07:15:00,23598
2024-05-30 07:15:00,2024-05-30 07:20:00,23730
2024-05-30 07:20:00,2024-05-30 07:25:00,23726
2024-05-30 07:25:00,2024-05-30 07:30:00,23664
2024-05-30 07:30:00,2024-05-30 07:35:00,23626
2024-05-30 07:35:00,2024-05-30 07:40:00,23583
2024-05-30 07:40:00,2024-05-30 07:45:00,23561
2024-05-30 07:45:00,2024-05-30 07:50:00,23388
2024-05-30 07:50:00,2024-05-30 07:55:00,23357
2024-05-30 07:55:00,2024-05-30 08:00:00,23241
2024-05-30 08:00:00,2024-05-30 08:05:00,23223
2024-05-30 08:05:00,2024-05-30 08:10:00,23366
2024-05-30 08:10:00,2024-05-30 08:15:00,23306
2024-05-30 08:15:00,2024-05-30 08:20:00,23235
2024-05-30 08:20:00,2024-05-30 08:25:00,23235
2024-05-30 08:25:00,2024-05-30 08:30:00,23172
2024-05-30 08:30:00,2024-05-30 08:35:00,23142
2024-05-30 08:35:00,2024-05-30 08:40:00,23061
2024-05-30 08:40:00,2024-05-30 08:45:00,22997
2024-05-30 08:45:00,2024-05-30 08:50:00,22936
2024-05-30 08:50:00,2024-05-30 08:55:00,22838
2024-05-30 08:55:00,2024-05-30 09:00:00,22727
2024-05-30 09:00:00,2024-05-30 09:05:00,22647
2024-05-30 09:05:00,2024-05-30 09:10:00,22634
2024-05-30 09:10:00,2024-05-30 09:15:00,22587
2024-05-30 09:15:00,2024-05-30 09:20:00,22495
2024-05-30 09:20:00,2024-05-30 09:25:00,22315
2024-05-30 09:25:00,2024-05-30 09:30:00,22193
2024-05-30 09:30:00,2024-05-30 09:35:00,22078
2024-05-30 09:35:00,2024-05-30 09:40:00,21900
2024-05-30 09:40:00,2024-05-30 09:45:00,21773
2024-05-30 09:45:00,2024-05-30 09:50:00,21675
2024-05-30 09:50:00,2024-05-30 09:55:00,21674
2024-05-30 09:55:00,2024-05-30 10:00:00,21633
2024-05-30 10:00:00,2024-05-30 10:05:00,21506
2024-05-30 10:05:00,2024-05-30 10:10:00,21483
2024-05-30 10:10:00,2024-05-30 10:15:00,21363
2024-05-30 10:15:00,2024-05-30 10:20:00,21215
2024-05-30 10:20:00,2024-05-30 10:25:00,21133
2024-05-30 10:25:00,2024-05-30 10:30:00,21094
2024-05-30 10:30:00,2024-05-30 10:35:00,20977
2024-05-30 10:35:00,2024-05-30 10:40:00,20869
2024-05-30 10:40:00,2024-05-30 10:45:00,20791
2024-05-30 10:45:00,2024-05-30 10:50:00,20702
2024-05-30 10:50:00,2024-05-30 10:55:00,20588
2024-05-30 10:55:00,2024-05-30 11:00:00,20520
2024-05-30 11:00:00,2024-05-30 11:05:00,20468
2024-05-30 11:05:00,2024-05-30 11:10:00,20418
2024-05-30 11:10:00,2024-05-30 11:15:00,20332
2024-05-30 11:15:00,2024-05-30 11:20:00,20285
2024-05-30 11:20:00,2024-05-30 11:25:00,20239
2024-05-30 11:25:00,2024-05-30 11:30:00,20200
2024-05-30 11:30:00,2024-05-30 11:35:00,20231
2024-05-30 11:35:00,2024-05-30 11:40:00,20180
2024-05-30 11:40:00,2024-05-30 11:45:00,20132
2024-05-30 11:45:00,2024-05-30 11:50:00,20241
2024-05-30 11:50:00,2024-05-30 11:55:00,20088
2024-05-30 11:55:00,2024-05-30 12:00:00,20026
2024-05-30 12:00:00,2024-05-30 12:05:00,20049
2024-05-30 12:05:00,2024-05-30 12:10:00,20134
2024-05-30 12:10:00,2024-05-30 12:15:00,20105
2024-05-30 12:15:00,2024-05-30 12:20:00,20088
2024-05-30 12:20:00,2024-05-30 12:25:00,20079
2024-05-30 12:25:00,2024-05-30 12:30:00,20027
2024-05-30 12:30:00,2024-05-30 12:35:00,20088
2024-05-30 12:35:00,2024-05-30 12:40:00,20112
2024-05-30 12:40:00,2024-05-30 12:45:00,20140
2024-05-30 12:45:00,2024-05-30 12:50:00,20188
2024-05-30 12:50:00,2024-05-30 12:55:00,20202
2024-05-30 12:55:00,2024-05-30 13:00:00,20230
2024-05-30 13:00:00,2024-05-30 13:05:00,20334
2024-05-30 13:05:00,2024-05-30 13:10:00,20260
2024-05-30 13:10:00,2024-05-30 13:15:00,20509
2024-05-30 13:15:00,2024-05-30 13:20:00,20576
2024-05-30 13:20:00,2024-05-30 13:25:00,20706
2024-05-30 13:25:00,2024-05-30 13:30:00,20764
2024-05-30 13:30:00,2024-05-30 13:35:00,20839
2024-05-30 13:35:00,2024-05-30 13:40:00,20909
2024-05-30 13:40:00,2024-05-30 13:45:00,21049
2024-05-30 13:45:00,2024-05-30 13:50:00,21087
2024-05-30 13:50:00,2024-05-30 13:55:00,21148
2024-05-30 13:55:00,2024-05-30 14:00:00,21216
2024-05-30 14:00:00,2024-05-30 14:05:00,21283
2024-05-30 14:05:00,2024-05-30 14:10:00,21417
2024-05-30 14:10:00,2024-05-30 14:15:00,21538
2024-05-30 14:15:00,2024-05-30 14:20:00,21595
2024-05-30 14:20:00,2024-05-30 14:25:00,21766
2024-05-30 14:25:00,2024-05-30 14:30:00,21916
2024-05-30 14:30:00,2024-05-30 14:35:00,21994
2024-05-30 14:35:00,2024-05-30 14:40:00,22066
2024-05-30 14:40:00,2024-05-30 14:45:00,22177
2024-05-30 14:45:00,2024-05-30 14:50:00,22342
2024-05-30 14:50:00,2024-05-30 14:55:00,22485
2024-05-30 14:55:00,2024-05-30 15:00:00,22640
2024-05-30 15:00:00,2024-05-30 15:05:00,22793
2024-05-30 15:05:00,2024-05-30 15:10:00,22986
2024-05-30 15:10:00,2024-05-30 15:15:00,23185
2024-05-30 15:15:00,2024-05-30 15:20:00,23302
2024-05-30 15:20:00,2024-05-30 15:25:00,23463
2024-05-30 15:25:00,2024-05-30 15:30:00,23668
2024-05-30 15:30:00,2024-05-30 15:35:00,23867
2024-05-30 15:35:00,2024-05-30 15:40:00,24013
2024-05-30 15:40:00,2024-05-30 15:45:00,24126
2024-05-30 15:45:00,2024-05-30 15:50:00,24253
2024-05-30 15:50:00,2024-05-30 15:55:00,24461
2024-05-30 15:55:00,2024-05-30 16:00:00,24610
2024-05-30 16:00:00,2024-05-30 16:05:00,24794
2024-05-30 16:05:00,2024-05-30 16:10:00,24823
2024-05-30 16:10:00,2024-05-30 16:15:00,24786
2024-05-30 16:15:00,2024-05-30 16:20:00,24951
2024-05-30 16:20:00,2024-05-30 16:25:00,25155
2024-05-30 16:25:00,2024-05-30 16:30:00,25344
2024-05-30 16:30:00,2024-05-30 16:35:00,25591
2024-05-30 16:35:00,2024-05-30 16:40:00,25784
2024-05-30 16:40:00,2024-05-30 16:45:00,25942
2024-05-30 16:45:00,2024-05-30 16:50:00,26144
2024-05-30 16:50:00,2024-05-30 16:55:00,26325
2024-05-30 16:55:00,2024-05-30 17:00:00,26526
2024-05-30 17:00:00,2024-05-30 17:05:00,26734
2024-05-30 17:05:00,2024-05-30 17:10:00,26767
2024-05-30 17:10:00,2024-05-30 17:15:00,26933
2024-05-30 17:15:00,2024-05-30 17:20:00,27124
2024-05-30 17:20:00,2024-05-30 17:25:00,27334
2024-05-30 17:25:00,2024-05-30 17:30:00,27510
2024-05-30 17:30:00,2024-05-30 17:35:00,27742
2024-05-30 17:35:00,2024-05-30 17:40:00,27941
2024-05-30 17:40:00,2024-05-30 17:45:00,28145
2024-05-30 17:45:00,2024-05-30 17:50:00,28326
2024-05-30 17:50:00,2024-05-30 17:55:00,28504
2024-05-30 17:55:00,2024-05-30 18:00:00,28668
2024-05-30 18:00:00,2024-05-30 18:05:00,28812
2024-05-30 18:05:00,2024-05-30 18:10:00,28746
2024-05-30 18:10:00,2024-05-30 18:15:00,28746
2024-05-30 18:15:00,2024-05-30 18:20:00,28916
2024-05-30 18:20:00,2024-05-30 18:25:00,29063
2024-05-30 18:25:00,2024-05-30 18:30:00,29202
2024-05-30 18:30:00,2024-05-30 18:35:00,29377
2024-05-30 18:35:00,2024-05-30 18:40:00,29477
2024-05-30 18:40:00,2024-05-30 18:45:00,29628
2024-05-30 18:45:00,2024-05-30 18:50:00,29720
2024-05-30 18:50:00,2024-05-30 18:55:00,29835
2024-05-30 18:55:00,2024-05-30 19:00:00,29950
2024-05-30 19:00:00,2024-05-30 19:05:00,30016
2024-05-30 19:05:00,2024-05-30 19:10:00,29982
2024-05-30 19:10:00,2024-05-30 19:15:00,29968
2024-05-30 19:15:00,2024-05-30 19:20:00,30013
2024-05-30 19:20:00,2024-05-30 19:25:00,30093
2024-05-30 19:25:00,2024-05-30 19:30:00,30094
2024-05-30 19:30:00,2024-05-30 19:35:00,30164
2024-05-30 19:35:00,2024-05-30 19:40:00,30167
2024-05-30 19:40:00,2024-05-30 19:45:00,30215
2024-05-30 19:45:00,2024-05-30 19:50:00,30223
2024-05-30 19:50:00,2024-05-30 19:55:00,30233
2024-05-30 19:55:00,2024-05-30 20:00:00,30249
2024-05-30 20:00:00,2024-05-30 20:05:00,30243
2024-05-30 20:05:00,2024-05-30 20:10:00,30238
2024-05-30 20:10:00,2024-05-30 20:15:00,30277
2024-05-30 20:15:00,2024-05-30 20:20:00,30314
2024-05-30 20:20:00,2024-05-30 20:25:00,30290
2024-05-30 20:25:00,2024-05-30 20:30:00,30336
2024-05-30 20:30:00,2024-05-30 20:35:00,30327
2024-05-30 20:35:00,2024-05-30 20:40:00,30267
2024-05-30 20:40:00,2024-05-30 20:45:00,30232
2024-05-30 20:45:00,2024-05-30 20:50:00,30182
2024-05-30 20:50:00,2024-05-30 20:55:00,30100
2024-05-30 20:55:00,2024-05-30 21:00:00,30035
2024-05-30 21:00:00,2024-05-30 21:05:00,29945
2024-05-30 21:05:00,2024-05-30 21:10:00,29968
2024-05-30 21:10:00,2024-05-30 21:15:00,29979
2024-05-30 21:15:00,2024-05-30 21:20:00,29901
2024-05-30 21:20:00,2024-05-30 21:25:00,29817
2024-05-30 21:25:00,2024-05-30 21:30:00,29700
2024-05-30 21:30:00,2024-05-30 21:35:00,29571
2024-05-30 21:35:00,2024-05-30 21:40:00,29441
2024-05-30 21:40:00,2024-05-30 21:45:00,29304
2024-05-30 21:45:00,2024-05-30 21:50:00,29147
2024-05-30 21:50:00,2024-05-30 21:55:00,28959
2024-05-30 21:55:00,2024-05-30 22:00:00,28804
2024-05-30 22:00:00,2024-05-30 22:05:00,28622
2024-05-30 22:05:00,2024-05-30 22:10:00,28415
2024-05-30 22:10:00,2024-05-30 22:15:00,28228
2024-05-30 22:15:00,2024-05-30 22:20:00,28045
2024-05-30 22:20:00,2024-05-30 22:25:00,27848
2024-05-30 22:25:00,2024-05-30 22:30:00,27703
2024-05-30 22:30:00,2024-05-30 22:35:00,27527
2024-05-30 22:35:00,2024-05-30 22:40:00,27339
2024-05-30 22:40:00,2024-05-30 22:45:00,27164
2024-05-30 22:45:00,2024-05-30 22:50:00,26958
2024-05-30 22:50:00,2024-05-30 22:55:00,26730
2024-05-30 22:55:00,2024-05-30 23:00:00,26579
2024-05-30 23:00:00,2024-05-30 23:05:00,26382
2024-05-30 23:05:00,2024-05-30 23:10:00,26230
2024-05-30 23:10:00,2024-05-30 23:15:00,26084
2024-05-30 23:15:00,2024-05-30 23:20:00,25921
2024-05-30 23:20:00,2024-05-30 23:25:00,25738
2024-05-30 23:25:00,2024-05-30 23:30:00,25587
2024-05-30 23:30:00,2024-05-30 23:35:00,25427
2024-05-30 23:35:00,2024-05-30 23:40:00,25241
2024-05-30 23:40:00,2024-05-30 23:45:00,25087
2024-05-30 23:45:00,2024-05-30 23:50:00,24900
2024-05-30 23:50:00,2024-05-30 23:55:00,24774
2024-05-30 23:55:00,2024-05-31,24602
2024-05-31,2024-05-31 00:05:00,24474
2024-05-31 00:05:00,2024-05-31 00:10:00,24626
2024-05-31 00:10:00,2024-05-31 00:15:00,24647
2024-05-31 00:15:00,2024-05-31 00:20:00,24505
2024-05-31 00:20:00,2024-05-31 00:25:00,24428
2024-05-31 00:25:00,2024-05-31 00:30:00,24350
2024-05-31 00:30:00,2024-05-31 00:35:00,24210
2024-05-31 00:35:00,2024-05-31 00:40:00,24091
2024-05-31 00:40:00,2024-05-31 00:45:00,24005
2024-05-31 00:45:00,2024-05-31 00:50:00,23886
2024-05-31 00:50:00,2024-05-31 00:55:00,23743
2024-05-31 00:55:00,2024-05-31 01:00:00,23652
2024-05-31 01:00:00,2024-05-31 01:05:00,23551
2024-05-31 01:05:00,2024-05-31 01:10:00,23441
2024-05-31 01:10:00,2024-05-31 01:15:00,23447
2024-05-31 01:15:00,2024-05-31 01:20:00,23325
2024-05-31 01:20:00,2024-05-31 01:25:00,23255
2024-05-31 01:25:00,2024-05-31 01:30:00,23137
2024-05-31 01:30:00,2024-05-31 01:35:00,23029
2024-05-31 01:35:00,2024-05-31 01:40:00,22940
2024-05-31 01:40:00,2024-05-31 01:45:00,22830
2024-05-31 01:45:00,2024-05-31 01:50:00,22734
2024-05-31 01:50:00,2024-05-31 01:55:00,22670
2024-05-31 01:55:00,2024-05-31 02:00:00,22566
2024-05-31 02:00:00,2024-05-31 02:05:00,22488
2024-05-31 02:05:00,2024-05-31 02:10:00,22435
2024-05-31 02:10:00,2024-05-31 02:15:00,22354
2024-05-31 02:15:00,2024-05-31 02:20:00,22297
2024-05-31 02:20:00,2024-05-31 02:25:00,22211
2024-05-31 02:25:00,2024-05-31 02:30:00,22139
2024-05-31 02:30:00,2024-05-31 02:35:00,22061
2024-05-31 02:35:00,2024-05-31 02:40:00,22018
2024-05-31 02:40:00,2024-05-31 02:45:00,21969
2024-05-31 02:45:00,2024-05-31 02:50:00,21899
2024-05-31 02:50:00,2024-05-31 02:55:00,21865
2024-05-31 02:55:00,2024-05-31 03:00:00,21793
2024-05-31 03:00:00,2024-05-31 03:05:00,21748
2024-05-31 03:05:00,2024-05-31 03:10:00,21784
2024-05-31 03:10:00,2024-05-31 03:15:00,21789
2024-05-31 03:15:00,2024-05-31 03:20:00,21734
2024-05-31 03:20:00,2024-05-31 03:25:00,21714
2024-05-31 03:25:00,2024-05-31 03:30:00,21669
2024-05-31 03:30:00,2024-05-31 03:35:00,21638
2024-05-31 03:35:00,2024-05-31 03:40:00,21612
2024-05-31 03:40:00,2024-05-31 03:45:00,21590
2024-05-31 03:45:00,2024-05-31 03:50:00,21553
2024-05-31 03:50:00,2024-05-31 03:55:00,21537
2024-05-31 03:55:00,2024-05-31 04:00:00,21518
2024-05-31 04:00:00,2024-05-31 04:05:00,21521
2024-05-31 04:05:00,2024-05-31 04:10:00,21600
2024-05-31 04:10:00,2024-05-31 04:15:00,21659
2024-05-31 04:15:00,2024-05-31 04:20:00,21672
2024-05-31 04:20:00,2024-05-31 04:25:00,21700
2024-05-31 04:25:00,2024-05-31 04:30:00,21723
2024-05-31 04:30:00,2024-05-31 04:35:00,21717
2024-05-31 04:35:00,2024-05-31 04:40:00,21751
2024-05-31 04:40:00,2024-05-31 04:45:00,21768
2024-05-31 04:45:00,2024-05-31 04:50:00,21798
2024-05-31 04:50:00,2024-05-31 04:55:00,21836
2024-05-31 04:55:00,2024-05-31 05:00:00,21901
2024-05-31 05:00:00,2024-05-31 05:05:00,22011
2024-05-31 05:05:00,2024-05-31 05:10:00,22145
2024-05-31 05:10:00,2024-05-31 05:15:00,22348
2024-05-31 05:15:00,2024-05-31 05:20:00,22445
2024-05-31 05:20:00,2024-05-31 05:25:00,22548
2024-05-31 05:25:00,2024-05-31 05:30:00,22608
2024-05-31 05:30:00,2024-05-31 05:35:00,22646
2024-05-31 05:35:00,2024-05-31 05:40:00,22682
2024-05-31 05:40:00,2024-05-31 05:45:00,22738
2024-05-31 05:45:00,2024-05-31 05:50:00,22723
2024-05-31 05:50:00,2024-05-31 05:55:00,22728
2024-05-31 05:55:00,2024-05-31 06:00:00,22773
2024-05-31 06:00:00,2024-05-31 06:05:00,22812
2024-05-31 06:05:00,2024-05-31 06:10:00,23048
2024-05-31 06:10:00,2024-05-31 06:15:00,23245
2024-05-31 06:15:00,2024-05-31 06:20:00,23313
2024-05-31 06:20:00,2024-05-31 06:25:00,23393
2024-05-31 06:25:00,2024-05-31 06:30:00,23435
2024-05-31 06:30:00,2024-05-31 06:35:00,23491
2024-05-31 06:35:00,2024-05-31 06:40:00,23570
2024-05-31 06:40:00,2024-05-31 06:45:00,23694
2024-05-31 06:45:00,2024-05-31 06:50:00,23738
2024-05-31 06:50:00,2024-05-31 06:55:00,23761
2024-05-31 06:55:00,2024-05-31 07:00:00,23876
2024-05-31 07:00:00,2024-05-31 07:05:00,23909
2024-05-31 07:05:00,2024-05-31 07:10:00,24100
2024-05-31 07:10:00,2024-05-31 07:15:00,24347
2024-05-31 07:15:00,2024-05-31 07:20:00,24462
2024-05-31 07:20:00,2024-05-31 07:25:00,24484
2024-05-31 07:25:00,2024-05-31 07:30:00,24455
2024-05-31 07:30:00,2024-05-31 07:35:00,24479
2024-05-31 07:35:00,2024-05-31 07:40:00,24448
2024-05-31 07:40:00,2024-05-31 07:45:00,24479
2024-05-31 07:45:00,2024-05-31 07:50:00,24409
2024-05-31 07:50:00,2024-05-31 07:55:00,24362
2024-05-31 07:55:00,2024-05-31 08:00:00,24286
2024-05-31 08:00:00,2024-05-31 08:05:00,24274
2024-05-31 08:05:00,2024-05-31 08:10:00,24389
2024-05-31 08:10:00,2024-05-31 08:15:00,24299
2024-05-31 08:15:00,2024-05-31 08:20:00,24275
2024-05-31 08:20:00,2024-05-31 08:25:00,24276
2024-05-31 08:25:00,2024-05-31 08:30:00,24239
2024-05-31 08:30:00,2024-05-31 08:35:00,24229
2024-05-31 08:35:00,2024-05-31 08:40:00,24165
2024-05-31 08:40:00,2024-05-31 08:45:00,24117
2024-05-31 08:45:00,2024-05-31 08:50:00,24068
2024-05-31 08:50:00,2024-05-31 08:55:00,24023
2024-05-31 08:55:00,2024-05-31 09:00:00,23964
2024-05-31 09:00:00,2024-05-31 09:05:00,23923
2024-05-31 09:05:00,2024-05-31 09:10:00,23841
2024-05-31 09:10:00,2024-05-31 09:15:00,23822
2024-05-31 09:15:00,2024-05-31 09:20:00,23782
2024-05-31 09:20:00,2024-05-31 09:25:00,23721
2024-05-31 09:25:00,2024-05-31 09:30:00,23619
2024-05-31 09:30:00,2024-05-31 09:35:00,23480
2024-05-31 09:35:00,2024-05-31 09:40:00,23283
2024-05-31 09:40:00,2024-05-31 09:45:00,23190
2024-05-31 09:45:00,2024-05-31 09:50:00,23103
2024-05-31 09:50:00,2024-05-31 09:55:00,23030
2024-05-31 09:55:00,2024-05-31 10:00:00,22982
2024-05-31 10:00:00,2024-05-31 10:05:00,22944
2024-05-31 10:05:00,2024-05-31 10:10:00,22968
2024-05-31 10:10:00,2024-05-31 10:15:00,22723
2024-05-31 10:15:00,2024-05-31 10:20:00,22726
2024-05-31 10:20:00,2024-05-31 10:25:00,22655
2024-05-31 10:25:00,2024-05-31 10:30:00,22569
2024-05-31 10:30:00,2024-05-31 10:35:00,22515
2024-05-31 10:35:00,2024-05-31 10:40:00,22377
2024-05-31 10:40:00,2024-05-31 10:45:00,22301
2024-05-31 10:45:00,2024-05-31 10:50:00,22221
2024-05-31 10:50:00,2024-05-31 10:55:00,22117
2024-05-31 10:55:00,2024-05-31 11:00:00,22046
2024-05-31 11:00:00,2024-05-31 11:05:00,22041
2024-05-31 11:05:00,2024-05-31 11:10:00,21907
2024-05-31 11:10:00,2024-05-31 11:15:00,21780
2024-05-31 11:15:00,2024-05-31 11:20:00,21708
2024-05-31 11:20:00,2024-05-31 11:25:00,21701
2024-05-31 11:25:00,2024-05-31 11:30:00,21662
2024-05-31 11:30:00,2024-05-31 11:35:00,21569
2024-05-31 11:35:00,2024-05-31 11:40:00,21505
2024-05-31 11:40:00,2024-05-31 11:45:00,21506
2024-05-31 11:45:00,2024-05-31 11:50:00,21513
2024-05-31 11:50:00,2024-05-31 11:55:00,21445
2024-05-31 11:55:00,2024-05-31 12:00:00,21411
2024-05-31 12:00:00,2024-05-31 12:05:00,21439
2024-05-31 12:05:00,2024-05-31 12:10:00,21409
2024-05-31 12:10:00,2024-05-31 12:15:00,21376
2024-05-31 12:15:00,2024-05-31 12:20:00,21362
2024-05-31 12:20:00,2024-05-31 12:25:00,21361
2024-05-31 12:25:00,2024-05-31 12:30:00,21369
2024-05-31 12:30:00,2024-05-31 12:35:00,21368
2024-05-31 12:35:00,2024-05-31 12:40:00,21400
2024-05-31 12:40:00,2024-05-31 12:45:00,21479
2024-05-31 12:45:00,2024-05-31 12:50:00,21442
2024-05-31 12:50:00,2024-05-31 12:55:00,21448
2024-05-31 12:55:00,2024-05-31 13:00:00,21530
2024-05-31 13:00:00,2024-05-31 13:05:00,21604
2024-05-31 13:05:00,2024-05-31 13:10:00,21741
2024-05-31 13:10:00,2024-05-31 13:15:00,21711
2024-05-31 13:15:00,2024-05-31 13:20:00,21791
2024-05-31 13:20:00,2024-05-31 13:25:00,21823
2024-05-31 13:25:00,2024-05-31 13:30:00,21912
2024-05-31 13:30:00,2024-05-31 13:35:00,22030
2024-05-31 13:35:00,2024-05-31 13:40:00,22078
2024-05-31 13:40:00,2024-05-31 13:45:00,22148
2024-05-31 13:45:00,2024-05-31 13:50:00,22318
2024-05-31 13:50:00,2024-05-31 13:55:00,22408
2024-05-31 13:55:00,2024-05-31 14:00:00,22475
2024-05-31 14:00:00,2024-05-31 14:05:00,22601
2024-05-31 14:05:00,2024-05-31 14:10:00,22689
2024-05-31 14:10:00,2024-05-31 14:15:00,22720
2024-05-31 14:15:00,2024-05-31 14:20:00,22847
2024-05-31 14:20:00,2024-05-31 14:25:00,22987
2024-05-31 14:25:00,2024-05-31 14:30:00,23119
2024-05-31 14:30:00,2024-05-31 14:35:00,23190
2024-05-31 14:35:00,2024-05-31 14:40:00,23282
2024-05-31 14:40:00,2024-05-31 14:45:00,23438
2024-05-31 14:45:00,2024-05-31 14:50:00,23602
2024-05-31 14:50:00,2024-05-31 14:55:00,23699
2024-05-31 14:55:00,2024-05-31 15:00:00,23850
2024-05-31 15:00:00,2024-05-31 15:05:00,23966
2024-05-31 15:05:00,2024-05-31 15:10:00,24030
2024-05-31 15:10:00,2024-05-31 15:15:00,24169
2024-05-31 15:15:00,2024-05-31 15:20:00,24286
2024-05-31 15:20:00,2024-05-31 15:25:00,24339
2024-05-31 15:25:00,2024-05-31 15:30:00,24403
2024-05-31 15:30:00,2024-05-31 15:35:00,24596
2024-05-31 15:35:00,2024-05-31 15:40:00,24830
2024-05-31 15:40:00,2024-05-31 15:45:00,24976
2024-05-31 15:45:00,2024-05-31 15:50:00,25037
2024-05-31 15:50:00,2024-05-31 15:55:00,25176
2024-05-31 15:55:00,2024-05-31 16:00:00,25410
2024-05-31 16:00:00,2024-05-31 16:05:00,25633
2024-05-31 16:05:00,2024-05-31 16:10:00,25361
2024-05-31 16:10:00,2024-05-31 16:15:00,25276
2024-05-31 16:15:00,2024-05-31 16:20:00,25449
2024-05-31 16:20:00,2024-05-31 16:25:00,25774
2024-05-31 16:25:00,2024-05-31 16:30:00,26004
2024-05-31 16:30:00,2024-05-31 16:35:00,26190
2024-05-31 16:35:00,2024-05-31 16:40:00,26310
2024-05-31 16:40:00,2024-05-31 16:45:00,26526
2024-05-31 16:45:00,2024-05-31 16:50:00,26722
2024-05-31 16:50:00,2024-05-31 16:55:00,26863
2024-05-31 16:55:00,2024-05-31 17:00:00,27047
2024-05-31 17:00:00,2024-05-31 17:05:00,27196
2024-05-31 17:05:00,2024-05-31 17:10:00,27227
2024-05-31 17:10:00,2024-05-31 17:15:00,27323
2024-05-31 17:15:00,2024-05-31 17:20:00,27418
2024-05-31 17:20:00,2024-05-31 17:25:00,27620
2024-05-31 17:25:00,2024-05-31 17:30:00,27822
2024-05-31 17:30:00,2024-05-31 17:35:00,28014
2024-05-31 17:35:00,2024-05-31 17:40:00,28132
2024-05-31 17:40:00,2024-05-31 17:45:00,28327
2024-05-31 17:45:00,2024-05-31 17:50:00,28472
2024-05-31 17:50:00,2024-05-31 17:55:00,28670
