"interval_start_utc","interval_end_utc","load"
2024-05-03 05:35:00,2024-05-03 05:40:00,21386
2024-05-03 05:40:00,2024-05-03 05:45:00,21494
2024-05-03 05:45:00,2024-05-03 05:50:00,21562
2024-05-03 05:50:00,2024-05-03 05:55:00,21575
2024-05-03 05:55:00,2024-05-03 06:00:00,21644
2024-05-03 06:00:00,2024-05-03 06:05:00,21726
2024-05-03 06:05:00,2024-05-03 06:10:00,22002
2024-05-03 06:10:00,2024-05-03 06:15:00,22294
2024-05-03 06:15:00,2024-05-03 06:20:00,22363
2024-05-03 06:20:00,2024-05-03 06:25:00,22484
2024-05-03 06:25:00,2024-05-03 06:30:00,22563
2024-05-03 06:30:00,2024-05-03 06:35:00,22588
2024-05-03 06:35:00,2024-05-03 06:40:00,22693
2024-05-03 06:40:00,2024-05-03 06:45:00,22793
2024-05-03 06:45:00,2024-05-03 06:50:00,22856
2024-05-03 06:50:00,2024-05-03 06:55:00,22909
2024-05-03 06:55:00,2024-05-03 07:00:00,22970
2024-05-03 07:00:00,2024-05-03 07:05:00,23026
2024-05-03 07:05:00,2024-05-03 07:10:00,23239
2024-05-03 07:10:00,2024-05-03 07:15:00,23470
2024-05-03 07:15:00,2024-05-03 07:20:00,23597
2024-05-03 07:20:00,2024-05-03 07:25:00,23670
2024-05-03 07:25:00,2024-05-03 07:30:00,23734
2024-05-03 07:30:00,2024-05-03 07:35:00,23683
2024-05-03 07:35:00,2024-05-03 07:40:00,23678
2024-05-03 07:40:00,2024-05-03 07:45:00,23659
2024-05-03 07:45:00,2024-05-03 07:50:00,23640
2024-05-03 07:50:00,2024-05-03 07:55:00,23624
2024-05-03 07:55:00,2024-05-03 08:00:00,23489
2024-05-03 08:00:00,2024-05-03 08:05:00,23364
2024-05-03 08:05:00,2024-05-03 08:10:00,23363
2024-05-03 08:10:00,2024-05-03 08:15:00,23465
2024-05-03 08:15:00,2024-05-03 08:20:00,23383
2024-05-03 08:20:00,2024-05-03 08:25:00,23348
2024-05-03 08:25:00,2024-05-03 08:30:00,23332
2024-05-03 08:30:00,2024-05-03 08:35:00,23282
2024-05-03 08:35:00,2024-05-03 08:40:00,23190
2024-05-03 08:40:00,2024-05-03 08:45:00,23105
2024-05-03 08:45:00,2024-05-03 08:50:00,23031
2024-05-03 08:50:00,2024-05-03 08:55:00,22936
2024-05-03 08:55:00,2024-05-03 09:00:00,22858
2024-05-03 09:00:00,2024-05-03 09:05:00,22835
2024-05-03 09:05:00,2024-05-03 09:10:00,22767
2024-05-03 09:10:00,2024-05-03 09:15:00,22594
2024-05-03 09:15:00,2024-05-03 09:20:00,22439
2024-05-03 09:20:00,2024-05-03 09:25:00,22396
2024-05-03 09:25:00,2024-05-03 09:30:00,22280
2024-05-03 09:30:00,2024-05-03 09:35:00,22121
2024-05-03 09:35:00,2024-05-03 09:40:00,22010
2024-05-03 09:40:00,2024-05-03 09:45:00,21939
2024-05-03 09:45:00,2024-05-03 09:50:00,21836
2024-05-03 09:50:00,2024-05-03 09:55:00,21716
2024-05-03 09:55:00,2024-05-03 10:00:00,21554
2024-05-03 10:00:00,2024-05-03 10:05:00,21461
2024-05-03 10:05:00,2024-05-03 10:10:00,21420
2024-05-03 10:10:00,2024-05-03 10:15:00,21376
2024-05-03 10:15:00,2024-05-03 10:20:00,21261
2024-05-03 10:20:00,2024-05-03 10:25:00,21196
2024-05-03 10:25:00,2024-05-03 10:30:00,21048
2024-05-03 10:30:00,2024-05-03 10:35:00,20933
2024-05-03 10:35:00,2024-05-03 10:40:00,20887
2024-05-03 10:40:00,2024-05-03 10:45:00,20837
2024-05-03 10:45:00,2024-05-03 10:50:00,20746
2024-05-03 10:50:00,2024-05-03 10:55:00,20574
2024-05-03 10:55:00,2024-05-03 11:00:00,20450
2024-05-03 11:00:00,2024-05-03 11:05:00,20327
2024-05-03 11:05:00,2024-05-03 11:10:00,20209
2024-05-03 11:10:00,2024-05-03 11:15:00,20023
2024-05-03 11:15:00,2024-05-03 11:20:00,19950
2024-05-03 11:20:00,2024-05-03 11:25:00,19774
2024-05-03 11:25:00,2024-05-03 11:30:00,19638
2024-05-03 11:30:00,2024-05-03 11:35:00,19465
2024-05-03 11:35:00,2024-05-03 11:40:00,19320
2024-05-03 11:40:00,2024-05-03 11:45:00,19261
2024-05-03 11:45:00,2024-05-03 11:50:00,19101
2024-05-03 11:50:00,2024-05-03 11:55:00,18995
2024-05-03 11:55:00,2024-05-03 12:00:00,18836
2024-05-03 12:00:00,2024-05-03 12:05:00,18756
2024-05-03 12:05:00,2024-05-03 12:10:00,18680
2024-05-03 12:10:00,2024-05-03 12:15:00,18537
2024-05-03 12:15:00,2024-05-03 12:20:00,18462
2024-05-03 12:20:00,2024-05-03 12:25:00,18457
2024-05-03 12:25:00,2024-05-03 12:30:00,18333
2024-05-03 12:30:00,2024-05-03 12:35:00,18279
2024-05-03 12:35:00,2024-05-03 12:40:00,18290
2024-05-03 12:40:00,2024-05-03 12:45:00,18331
2024-05-03 12:45:00,2024-05-03 12:50:00,18288
2024-05-03 12:50:00,2024-05-03 12:55:00,18262
2024-05-03 12:55:00,2024-05-03 13:00:00,18140
2024-05-03 13:00:00,2024-05-03 13:05:00,18160
2024-05-03 13:05:00,2024-05-03 13:10:00,18133
2024-05-03 13:10:00,2024-05-03 13:15:00,18078
2024-05-03 13:15:00,2024-05-03 13:20:00,18026
2024-05-03 13:20:00,2024-05-03 13:25:00,18070
2024-05-03 13:25:00,2024-05-03 13:30:00,18058
2024-05-03 13:30:00,2024-05-03 13:35:00,18061
2024-05-03 13:35:00,2024-05-03 13:40:00,18037
2024-05-03 13:40:00,2024-05-03 13:45:00,18009
2024-05-03 13:45:00,2024-05-03 13:50:00,17985
2024-05-03 13:50:00,2024-05-03 13:55:00,17987
2024-05-03 13:55:00,2024-05-03 14:00:00,18198
2024-05-03 14:00:00,2024-05-03 14:05:00,18053
2024-05-03 14:05:00,2024-05-03 14:10:00,17946
2024-05-03 14:10:00,2024-05-03 14:15:00,18009
2024-05-03 14:15:00,2024-05-03 14:20:00,17972
2024-05-03 14:20:00,2024-05-03 14:25:00,18007
2024-05-03 14:25:00,2024-05-03 14:30:00,18015
2024-05-03 14:30:00,2024-05-03 14:35:00,18036
2024-05-03 14:35:00,2024-05-03 14:40:00,18075
2024-05-03 14:40:00,2024-05-03 14:45:00,18133
2024-05-03 14:45:00,2024-05-03 14:50:00,18130
2024-05-03 14:50:00,2024-05-03 14:55:00,18217
2024-05-03 14:55:00,2024-05-03 15:00:00,18294
2024-05-03 15:00:00,2024-05-03 15:05:00,18329
2024-05-03 15:05:00,2024-05-03 15:10:00,18183
2024-05-03 15:10:00,2024-05-03 15:15:00,18314
2024-05-03 15:15:00,2024-05-03 15:20:00,18379
2024-05-03 15:20:00,2024-05-03 15:25:00,18482
2024-05-03 15:25:00,2024-05-03 15:30:00,18619
2024-05-03 15:30:00,2024-05-03 15:35:00,18736
2024-05-03 15:35:00,2024-05-03 15:40:00,18852
2024-05-03 15:40:00,2024-05-03 15:45:00,18974
2024-05-03 15:45:00,2024-05-03 15:50:00,19122
2024-05-03 15:50:00,2024-05-03 15:55:00,19294
2024-05-03 15:55:00,2024-05-03 16:00:00,19350
2024-05-03 16:00:00,2024-05-03 16:05:00,19483
2024-05-03 16:05:00,2024-05-03 16:10:00,19325
2024-05-03 16:10:00,2024-05-03 16:15:00,19456
2024-05-03 16:15:00,2024-05-03 16:20:00,19706
2024-05-03 16:20:00,2024-05-03 16:25:00,19922
2024-05-03 16:25:00,2024-05-03 16:30:00,20121
2024-05-03 16:30:00,2024-05-03 16:35:00,20180
2024-05-03 16:35:00,2024-05-03 16:40:00,20332
2024-05-03 16:40:00,2024-05-03 16:45:00,20528
2024-05-03 16:45:00,2024-05-03 16:50:00,20710
2024-05-03 16:50:00,2024-05-03 16:55:00,20854
2024-05-03 16:55:00,2024-05-03 17:00:00,21120
2024-05-03 17:00:00,2024-05-03 17:05:00,21321
2024-05-03 17:05:00,2024-05-03 17:10:00,21422
2024-05-03 17:10:00,2024-05-03 17:15:00,21548
2024-05-03 17:15:00,2024-05-03 17:20:00,21727
2024-05-03 17:20:00,2024-05-03 17:25:00,21866
2024-05-03 17:25:00,2024-05-03 17:30:00,22095
2024-05-03 17:30:00,2024-05-03 17:35:00,22267
2024-05-03 17:35:00,2024-05-03 17:40:00,22476
2024-05-03 17:40:00,2024-05-03 17:45:00,22686
2024-05-03 17:45:00,2024-05-03 17:50:00,22866
2024-05-03 17:50:00,2024-05-03 17:55:00,23109
2024-05-03 17:55:00,2024-05-03 18:00:00,23252
2024-05-03 18:00:00,2024-05-03 18:05:00,23356
2024-05-03 18:05:00,2024-05-03 18:10:00,23125
2024-05-03 18:10:00,2024-05-03 18:15:00,23261
2024-05-03 18:15:00,2024-05-03 18:20:00,23442
2024-05-03 18:20:00,2024-05-03 18:25:00,23590
2024-05-03 18:25:00,2024-05-03 18:30:00,23797
2024-05-03 18:30:00,2024-05-03 18:35:00,23988
2024-05-03 18:35:00,2024-05-03 18:40:00,24154
2024-05-03 18:40:00,2024-05-03 18:45:00,24310
2024-05-03 18:45:00,2024-05-03 18:50:00,24456
2024-05-03 18:50:00,2024-05-03 18:55:00,24628
2024-05-03 18:55:00,2024-05-03 19:00:00,24756
2024-05-03 19:00:00,2024-05-03 19:05:00,24841
2024-05-03 19:05:00,2024-05-03 19:10:00,24819
2024-05-03 19:10:00,2024-05-03 19:15:00,24799
2024-05-03 19:15:00,2024-05-03 19:20:00,24883
2024-05-03 19:20:00,2024-05-03 19:25:00,25006
2024-05-03 19:25:00,2024-05-03 19:30:00,25102
2024-05-03 19:30:00,2024-05-03 19:35:00,25194
2024-05-03 19:35:00,2024-05-03 19:40:00,25290
2024-05-03 19:40:00,2024-05-03 19:45:00,25404
2024-05-03 19:45:00,2024-05-03 19:50:00,25486
2024-05-03 19:50:00,2024-05-03 19:55:00,25576
2024-05-03 19:55:00,2024-05-03 20:00:00,25669
2024-05-03 20:00:00,2024-05-03 20:05:00,25728
2024-05-03 20:05:00,2024-05-03 20:10:00,25759
2024-05-03 20:10:00,2024-05-03 20:15:00,25820
2024-05-03 20:15:00,2024-05-03 20:20:00,25809
2024-05-03 20:20:00,2024-05-03 20:25:00,25788
2024-05-03 20:25:00,2024-05-03 20:30:00,25760
2024-05-03 20:30:00,2024-05-03 20:35:00,25699
2024-05-03 20:35:00,2024-05-03 20:40:00,25664
2024-05-03 20:40:00,2024-05-03 20:45:00,25614
2024-05-03 20:45:00,2024-05-03 20:50:00,25557
2024-05-03 20:50:00,2024-05-03 20:55:00,25478
2024-05-03 20:55:00,2024-05-03 21:00:00,25446
2024-05-03 21:00:00,2024-05-03 21:05:00,25375
2024-05-03 21:05:00,2024-05-03 21:10:00,25401
2024-05-03 21:10:00,2024-05-03 21:15:00,25396
2024-05-03 21:15:00,2024-05-03 21:20:00,25321
2024-05-03 21:20:00,2024-05-03 21:25:00,25242
2024-05-03 21:25:00,2024-05-03 21:30:00,25181
2024-05-03 21:30:00,2024-05-03 21:35:00,25197
2024-05-03 21:35:00,2024-05-03 21:40:00,25050
2024-05-03 21:40:00,2024-05-03 21:45:00,24994
2024-05-03 21:45:00,2024-05-03 21:50:00,24873
2024-05-03 21:50:00,2024-05-03 21:55:00,24785
2024-05-03 21:55:00,2024-05-03 22:00:00,24715
2024-05-03 22:00:00,2024-05-03 22:05:00,24616
2024-05-03 22:05:00,2024-05-03 22:10:00,24499
2024-05-03 22:10:00,2024-05-03 22:15:00,24363
2024-05-03 22:15:00,2024-05-03 22:20:00,24253
2024-05-03 22:20:00,2024-05-03 22:25:00,24106
2024-05-03 22:25:00,2024-05-03 22:30:00,24036
2024-05-03 22:30:00,2024-05-03 22:35:00,23950
2024-05-03 22:35:00,2024-05-03 22:40:00,23816
2024-05-03 22:40:00,2024-05-03 22:45:00,23670
2024-05-03 22:45:00,2024-05-03 22:50:00,23520
2024-05-03 22:50:00,2024-05-03 22:55:00,23395
2024-05-03 22:55:00,2024-05-03 23:00:00,23290
2024-05-03 23:00:00,2024-05-03 23:05:00,23126
2024-05-03 23:05:00,2024-05-03 23:10:00,23036
2024-05-03 23:10:00,2024-05-03 23:15:00,22993
2024-05-03 23:15:00,2024-05-03 23:20:00,22907
2024-05-03 23:20:00,2024-05-03 23:25:00,22805
2024-05-03 23:25:00,2024-05-03 23:30:00,22712
2024-05-03 23:30:00,2024-05-03 23:35:00,22577
2024-05-03 23:35:00,2024-05-03 23:40:00,22432
2024-05-03 23:40:00,2024-05-03 23:45:00,22305
2024-05-03 23:45:00,2024-05-03 23:50:00,22186
2024-05-03 23:50:00,2024-05-03 23:55:00,22069
2024-05-03 23:55:00,2024-05-04,21946
2024-05-04,2024-05-04 00:05:00,21822
2024-05-04 00:05:00,2024-05-04 00:10:00,21976
2024-05-04 00:10:00,2024-05-04 00:15:00,22043
2024-05-04 00:15:00,2024-05-04 00:20:00,21911
2024-05-04 00:20:00,2024-05-04 00:25:00,21893
2024-05-04 00:25:00,2024-05-04 00:30:00,21801
2024-05-04 00:30:00,2024-05-04 00:35:00,21700
2024-05-04 00:35:00,2024-05-04 00:40:00,21631
2024-05-04 00:40:00,2024-05-04 00:45:00,21558
2024-05-04 00:45:00,2024-05-04 00:50:00,21458
2024-05-04 00:50:00,2024-05-04 00:55:00,21367
2024-05-04 00:55:00,2024-05-04 01:00:00,21286
2024-05-04 01:00:00,2024-05-04 01:05:00,21176
2024-05-04 01:05:00,2024-05-04 01:10:00,21127
2024-05-04 01:10:00,2024-05-04 01:15:00,21098
2024-05-04 01:15:00,2024-05-04 01:20:00,20983
2024-05-04 01:20:00,2024-05-04 01:25:00,20911
2024-05-04 01:25:00,2024-05-04 01:30:00,20822
2024-05-04 01:30:00,2024-05-04 01:35:00,20741
2024-05-04 01:35:00,2024-05-04 01:40:00,20648
2024-05-04 01:40:00,2024-05-04 01:45:00,20561
2024-05-04 01:45:00,2024-05-04 01:50:00,20509
2024-05-04 01:50:00,2024-05-04 01:55:00,20412
2024-05-04 01:55:00,2024-05-04 02:00:00,20345
2024-05-04 02:00:00,2024-05-04 02:05:00,20215
2024-05-04 02:05:00,2024-05-04 02:10:00,20236
2024-05-04 02:10:00,2024-05-04 02:15:00,20153
2024-05-04 02:15:00,2024-05-04 02:20:00,20074
2024-05-04 02:20:00,2024-05-04 02:25:00,19999
2024-05-04 02:25:00,2024-05-04 02:30:00,19963
2024-05-04 02:30:00,2024-05-04 02:35:00,19894
2024-05-04 02:35:00,2024-05-04 02:40:00,19863
2024-05-04 02:40:00,2024-05-04 02:45:00,19809
2024-05-04 02:45:00,2024-05-04 02:50:00,19753
2024-05-04 02:50:00,2024-05-04 02:55:00,19680
2024-05-04 02:55:00,2024-05-04 03:00:00,19726
2024-05-04 03:00:00,2024-05-04 03:05:00,19727
2024-05-04 03:05:00,2024-05-04 03:10:00,19603
2024-05-04 03:10:00,2024-05-04 03:15:00,19575
2024-05-04 03:15:00,2024-05-04 03:20:00,19586
2024-05-04 03:20:00,2024-05-04 03:25:00,19552
2024-05-04 03:25:00,2024-05-04 03:30:00,19495
2024-05-04 03:30:00,2024-05-04 03:35:00,19509
2024-05-04 03:35:00,2024-05-04 03:40:00,19462
2024-05-04 03:40:00,2024-05-04 03:45:00,19393
2024-05-04 03:45:00,2024-05-04 03:50:00,19411
2024-05-04 03:50:00,2024-05-04 03:55:00,19390
2024-05-04 03:55:00,2024-05-04 04:00:00,19377
2024-05-04 04:00:00,2024-05-04 04:05:00,19344
2024-05-04 04:05:00,2024-05-04 04:10:00,19368
2024-05-04 04:10:00,2024-05-04 04:15:00,19362
2024-05-04 04:15:00,2024-05-04 04:20:00,19368
2024-05-04 04:20:00,2024-05-04 04:25:00,19367
2024-05-04 04:25:00,2024-05-04 04:30:00,19388
2024-05-04 04:30:00,2024-05-04 04:35:00,19358
2024-05-04 04:35:00,2024-05-04 04:40:00,19362
2024-05-04 04:40:00,2024-05-04 04:45:00,19374
2024-05-04 04:45:00,2024-05-04 04:50:00,19357
2024-05-04 04:50:00,2024-05-04 04:55:00,19366
2024-05-04 04:55:00,2024-05-04 05:00:00,19366
2024-05-04 05:00:00,2024-05-04 05:05:00,19369
2024-05-04 05:05:00,2024-05-04 05:10:00,19434
2024-05-04 05:10:00,2024-05-04 05:15:00,19600
2024-05-04 05:15:00,2024-05-04 05:20:00,19611
2024-05-04 05:20:00,2024-05-04 05:25:00,19675
2024-05-04 05:25:00,2024-05-04 05:30:00,19676
2024-05-04 05:30:00,2024-05-04 05:35:00,19702
2024-05-04 05:35:00,2024-05-04 05:40:00,19744
2024-05-04 05:40:00,2024-05-04 05:45:00,19781
2024-05-04 05:45:00,2024-05-04 05:50:00,19793
2024-05-04 05:50:00,2024-05-04 05:55:00,19796
2024-05-04 05:55:00,2024-05-04 06:00:00,19831
2024-05-04 06:00:00,2024-05-04 06:05:00,19861
2024-05-04 06:05:00,2024-05-04 06:10:00,19983
2024-05-04 06:10:00,2024-05-04 06:15:00,20085
2024-05-04 06:15:00,2024-05-04 06:20:00,20108
2024-05-04 06:20:00,2024-05-04 06:25:00,20179
2024-05-04 06:25:00,2024-05-04 06:30:00,20167
2024-05-04 06:30:00,2024-05-04 06:35:00,20123
2024-05-04 06:35:00,2024-05-04 06:40:00,20137
2024-05-04 06:40:00,2024-05-04 06:45:00,20129
2024-05-04 06:45:00,2024-05-04 06:50:00,20202
2024-05-04 06:50:00,2024-05-04 06:55:00,20252
2024-05-04 06:55:00,2024-05-04 07:00:00,20278
2024-05-04 07:00:00,2024-05-04 07:05:00,20355
2024-05-04 07:05:00,2024-05-04 07:10:00,20413
2024-05-04 07:10:00,2024-05-04 07:15:00,20531
2024-05-04 07:15:00,2024-05-04 07:20:00,20570
2024-05-04 07:20:00,2024-05-04 07:25:00,20614
2024-05-04 07:25:00,2024-05-04 07:30:00,20698
2024-05-04 07:30:00,2024-05-04 07:35:00,20714
2024-05-04 07:35:00,2024-05-04 07:40:00,20691
2024-05-04 07:40:00,2024-05-04 07:45:00,20702
2024-05-04 07:45:00,2024-05-04 07:50:00,20767
2024-05-04 07:50:00,2024-05-04 07:55:00,20750
2024-05-04 07:55:00,2024-05-04 08:00:00,20719
2024-05-04 08:00:00,2024-05-04 08:05:00,20787
2024-05-04 08:05:00,2024-05-04 08:10:00,21020
2024-05-04 08:10:00,2024-05-04 08:15:00,20947
2024-05-04 08:15:00,2024-05-04 08:20:00,20982
2024-05-04 08:20:00,2024-05-04 08:25:00,21011
2024-05-04 08:25:00,2024-05-04 08:30:00,21050
2024-05-04 08:30:00,2024-05-04 08:35:00,21032
2024-05-04 08:35:00,2024-05-04 08:40:00,21048
2024-05-04 08:40:00,2024-05-04 08:45:00,21084
2024-05-04 08:45:00,2024-05-04 08:50:00,21095
2024-05-04 08:50:00,2024-05-04 08:55:00,21148
2024-05-04 08:55:00,2024-05-04 09:00:00,21189
2024-05-04 09:00:00,2024-05-04 09:05:00,21201
2024-05-04 09:05:00,2024-05-04 09:10:00,21257
2024-05-04 09:10:00,2024-05-04 09:15:00,21408
2024-05-04 09:15:00,2024-05-04 09:20:00,21440
2024-05-04 09:20:00,2024-05-04 09:25:00,21461
2024-05-04 09:25:00,2024-05-04 09:30:00,21412
2024-05-04 09:30:00,2024-05-04 09:35:00,21466
2024-05-04 09:35:00,2024-05-04 09:40:00,21416
2024-05-04 09:40:00,2024-05-04 09:45:00,21496
2024-05-04 09:45:00,2024-05-04 09:50:00,21383
2024-05-04 09:50:00,2024-05-04 09:55:00,21487
2024-05-04 09:55:00,2024-05-04 10:00:00,21403
2024-05-04 10:00:00,2024-05-04 10:05:00,21416
2024-05-04 10:05:00,2024-05-04 10:10:00,21603
2024-05-04 10:10:00,2024-05-04 10:15:00,21691
2024-05-04 10:15:00,2024-05-04 10:20:00,21674
2024-05-04 10:20:00,2024-05-04 10:25:00,21700
2024-05-04 10:25:00,2024-05-04 10:30:00,21734
2024-05-04 10:30:00,2024-05-04 10:35:00,21722
2024-05-04 10:35:00,2024-05-04 10:40:00,21736
2024-05-04 10:40:00,2024-05-04 10:45:00,21734
2024-05-04 10:45:00,2024-05-04 10:50:00,21698
2024-05-04 10:50:00,2024-05-04 10:55:00,21729
2024-05-04 10:55:00,2024-05-04 11:00:00,21716
2024-05-04 11:00:00,2024-05-04 11:05:00,21729
2024-05-04 11:05:00,2024-05-04 11:10:00,21726
2024-05-04 11:10:00,2024-05-04 11:15:00,21714
2024-05-04 11:15:00,2024-05-04 11:20:00,21725
2024-05-04 11:20:00,2024-05-04 11:25:00,21757
2024-05-04 11:25:00,2024-05-04 11:30:00,21770
2024-05-04 11:30:00,2024-05-04 11:35:00,21845
2024-05-04 11:35:00,2024-05-04 11:40:00,21800
2024-05-04 11:40:00,2024-05-04 11:45:00,21880
2024-05-04 11:45:00,2024-05-04 11:50:00,21886
2024-05-04 11:50:00,2024-05-04 11:55:00,21874
2024-05-04 11:55:00,2024-05-04 12:00:00,21897
2024-05-04 12:00:00,2024-05-04 12:05:00,21868
2024-05-04 12:05:00,2024-05-04 12:10:00,21812
2024-05-04 12:10:00,2024-05-04 12:15:00,21878
2024-05-04 12:15:00,2024-05-04 12:20:00,21818
2024-05-04 12:20:00,2024-05-04 12:25:00,21707
2024-05-04 12:25:00,2024-05-04 12:30:00,21599
2024-05-04 12:30:00,2024-05-04 12:35:00,21524
2024-05-04 12:35:00,2024-05-04 12:40:00,21434
2024-05-04 12:40:00,2024-05-04 12:45:00,21414
2024-05-04 12:45:00,2024-05-04 12:50:00,21343
2024-05-04 12:50:00,2024-05-04 12:55:00,21343
2024-05-04 12:55:00,2024-05-04 13:00:00,21289
2024-05-04 13:00:00,2024-05-04 13:05:00,21310
2024-05-04 13:05:00,2024-05-04 13:10:00,21272
2024-05-04 13:10:00,2024-05-04 13:15:00,21213
2024-05-04 13:15:00,2024-05-04 13:20:00,21151
2024-05-04 13:20:00,2024-05-04 13:25:00,21096
2024-05-04 13:25:00,2024-05-04 13:30:00,21073
2024-05-04 13:30:00,2024-05-04 13:35:00,21015
2024-05-04 13:35:00,2024-05-04 13:40:00,20962
2024-05-04 13:40:00,2024-05-04 13:45:00,20978
2024-05-04 13:45:00,2024-05-04 13:50:00,20999
2024-05-04 13:50:00,2024-05-04 13:55:00,20878
2024-05-04 13:55:00,2024-05-04 14:00:00,20925
2024-05-04 14:00:00,2024-05-04 14:05:00,20925
2024-05-04 14:05:00,2024-05-04 14:10:00,20905
2024-05-04 14:10:00,2024-05-04 14:15:00,20836
2024-05-04 14:15:00,2024-05-04 14:20:00,20854
2024-05-04 14:20:00,2024-05-04 14:25:00,20863
2024-05-04 14:25:00,2024-05-04 14:30:00,20874
2024-05-04 14:30:00,2024-05-04 14:35:00,20837
2024-05-04 14:35:00,2024-05-04 14:40:00,20682
2024-05-04 14:40:00,2024-05-04 14:45:00,20592
2024-05-04 14:45:00,2024-05-04 14:50:00,20587
2024-05-04 14:50:00,2024-05-04 14:55:00,20490
2024-05-04 14:55:00,2024-05-04 15:00:00,20493
2024-05-04 15:00:00,2024-05-04 15:05:00,20395
2024-05-04 15:05:00,2024-05-04 15:10:00,20160
2024-05-04 15:10:00,2024-05-04 15:15:00,20056
2024-05-04 15:15:00,2024-05-04 15:20:00,19950
2024-05-04 15:20:00,2024-05-04 15:25:00,19921
2024-05-04 15:25:00,2024-05-04 15:30:00,20083
2024-05-04 15:30:00,2024-05-04 15:35:00,20055
2024-05-04 15:35:00,2024-05-04 15:40:00,20111
2024-05-04 15:40:00,2024-05-04 15:45:00,20085
2024-05-04 15:45:00,2024-05-04 15:50:00,20109
2024-05-04 15:50:00,2024-05-04 15:55:00,20128
2024-05-04 15:55:00,2024-05-04 16:00:00,20083
2024-05-04 16:00:00,2024-05-04 16:05:00,20077
2024-05-04 16:05:00,2024-05-04 16:10:00,20028
2024-05-04 16:10:00,2024-05-04 16:15:00,19894
2024-05-04 16:15:00,2024-05-04 16:20:00,19886
2024-05-04 16:20:00,2024-05-04 16:25:00,19991
2024-05-04 16:25:00,2024-05-04 16:30:00,20069
2024-05-04 16:30:00,2024-05-04 16:35:00,20090
2024-05-04 16:35:00,2024-05-04 16:40:00,20124
2024-05-04 16:40:00,2024-05-04 16:45:00,20264
2024-05-04 16:45:00,2024-05-04 16:50:00,20268
2024-05-04 16:50:00,2024-05-04 16:55:00,20393
2024-05-04 16:55:00,2024-05-04 17:00:00,20423
2024-05-04 17:00:00,2024-05-04 17:05:00,20492
2024-05-04 17:05:00,2024-05-04 17:10:00,20379
2024-05-04 17:10:00,2024-05-04 17:15:00,20422
2024-05-04 17:15:00,2024-05-04 17:20:00,20452
2024-05-04 17:20:00,2024-05-04 17:25:00,20504
2024-05-04 17:25:00,2024-05-04 17:30:00,20557
2024-05-04 17:30:00,2024-05-04 17:35:00,20614
2024-05-04 17:35:00,2024-05-04 17:40:00,20675
2024-05-04 17:40:00,2024-05-04 17:45:00,20831
2024-05-04 17:45:00,2024-05-04 17:50:00,20966
2024-05-04 17:50:00,2024-05-04 17:55:00,20991
2024-05-04 17:55:00,2024-05-04 18:00:00,21031
2024-05-04 18:00:00,2024-05-04 18:05:00,21066
2024-05-04 18:05:00,2024-05-04 18:10:00,20941
2024-05-04 18:10:00,2024-05-04 18:15:00,20999
2024-05-04 18:15:00,2024-05-04 18:20:00,21116
2024-05-04 18:20:00,2024-05-04 18:25:00,21236
2024-05-04 18:25:00,2024-05-04 18:30:00,21325
2024-05-04 18:30:00,2024-05-04 18:35:00,21381
2024-05-04 18:35:00,2024-05-04 18:40:00,21469
2024-05-04 18:40:00,2024-05-04 18:45:00,21597
2024-05-04 18:45:00,2024-05-04 18:50:00,21721
2024-05-04 18:50:00,2024-05-04 18:55:00,21821
2024-05-04 18:55:00,2024-05-04 19:00:00,21871
2024-05-04 19:00:00,2024-05-04 19:05:00,21968
2024-05-04 19:05:00,2024-05-04 19:10:00,21938
2024-05-04 19:10:00,2024-05-04 19:15:00,22025
2024-05-04 19:15:00,2024-05-04 19:20:00,22162
2024-05-04 19:20:00,2024-05-04 19:25:00,22280
2024-05-04 19:25:00,2024-05-04 19:30:00,22399
2024-05-04 19:30:00,2024-05-04 19:35:00,22509
2024-05-04 19:35:00,2024-05-04 19:40:00,22627
2024-05-04 19:40:00,2024-05-04 19:45:00,22756
2024-05-04 19:45:00,2024-05-04 19:50:00,22861
2024-05-04 19:50:00,2024-05-04 19:55:00,22977
2024-05-04 19:55:00,2024-05-04 20:00:00,23059
2024-05-04 20:00:00,2024-05-04 20:05:00,23183
2024-05-04 20:05:00,2024-05-04 20:10:00,23229
2024-05-04 20:10:00,2024-05-04 20:15:00,23298
2024-05-04 20:15:00,2024-05-04 20:20:00,23323
2024-05-04 20:20:00,2024-05-04 20:25:00,23369
2024-05-04 20:25:00,2024-05-04 20:30:00,23372
2024-05-04 20:30:00,2024-05-04 20:35:00,23376
2024-05-04 20:35:00,2024-05-04 20:40:00,23334
2024-05-04 20:40:00,2024-05-04 20:45:00,23312
2024-05-04 20:45:00,2024-05-04 20:50:00,23265
2024-05-04 20:50:00,2024-05-04 20:55:00,23211
2024-05-04 20:55:00,2024-05-04 21:00:00,23211
2024-05-04 21:00:00,2024-05-04 21:05:00,23188
2024-05-04 21:05:00,2024-05-04 21:10:00,23163
2024-05-04 21:10:00,2024-05-04 21:15:00,23174
2024-05-04 21:15:00,2024-05-04 21:20:00,23138
2024-05-04 21:20:00,2024-05-04 21:25:00,23124
2024-05-04 21:25:00,2024-05-04 21:30:00,23070
2024-05-04 21:30:00,2024-05-04 21:35:00,23024
2024-05-04 21:35:00,2024-05-04 21:40:00,22975
2024-05-04 21:40:00,2024-05-04 21:45:00,22930
