interval_start_utc,interval_end_utc,solare,batterie,import - export,produzione_rimanente,total_gross_mix,total_net_mix
2024-04-29T07:00:00Z,2024-04-29T07:05:00Z,99,604,4770,13863,19336,19336
2024-04-29T07:05:00Z,2024-04-29T07:10:00Z,100,1033,4549,13921,19603,19603
2024-04-29T07:10:00Z,2024-04-29T07:15:00Z,102,1117,4350,14154,19723,19723
2024-04-29T07:15:00Z,2024-04-29T07:20:00Z,99,1055,4178,14200,19532,19532
2024-04-29T07:20:00Z,2024-04-29T07:25:00Z,94,971,4165,14267,19497,19497
2024-04-29T07:25:00Z,2024-04-29T07:30:00Z,90,910,4214,14245,19459,19459
2024-04-29T07:30:00Z,2024-04-29T07:35:00Z,87,891,4251,14237,19466,19466
2024-04-29T07:35:00Z,2024-04-29T07:40:00Z,85,835,4204,14168,19292,19292
2024-04-29T07:40:00Z,2024-04-29T07:45:00Z,85,791,4182,14140,19198,19198
2024-04-29T07:45:00Z,2024-04-29T07:50:00Z,87,726,4147,14210,19170,19170
2024-04-29T07:50:00Z,2024-04-29T07:55:00Z,86,429,4297,14295,19107,19107
2024-04-29T07:55:00Z,2024-04-29T08:00:00Z,85,353,4350,14226,19014,19014
2024-04-29T08:00:00Z,2024-04-29T08:05:00Z,87,292,4314,14234,18927,18927
2024-04-29T08:05:00Z,2024-04-29T08:10:00Z,91,126,4326,14378,18921,18921
2024-04-29T08:10:00Z,2024-04-29T08:15:00Z,93,8,4399,14406,18906,18906
2024-04-29T08:15:00Z,2024-04-29T08:20:00Z,93,-17,4359,14420,18872,18855
2024-04-29T08:20:00Z,2024-04-29T08:25:00Z,93,-19,4394,14411,18898,18879
2024-04-29T08:25:00Z,2024-04-29T08:30:00Z,94,-28,4303,14424,18821,18793
2024-04-29T08:30:00Z,2024-04-29T08:35:00Z,93,-99,4318,14405,18816,18717
2024-04-29T08:35:00Z,2024-04-29T08:40:00Z,91,-98,4276,14357,18724,18626
2024-04-29T08:40:00Z,2024-04-29T08:45:00Z,92,-150,4302,14312,18706,18556
2024-04-29T08:45:00Z,2024-04-29T08:50:00Z,89,-275,4421,14358,18868,18593
2024-04-29T08:50:00Z,2024-04-29T08:55:00Z,87,-301,4468,14387,18942,18641
2024-04-29T08:55:00Z,2024-04-29T09:00:00Z,80,-226,4482,14282,18844,18618
2024-04-29T09:00:00Z,2024-04-29T09:05:00Z,77,-131,4398,14210,18685,18554
2024-04-29T09:05:00Z,2024-04-29T09:10:00Z,77,-241,4448,14263,18788,18547
2024-04-29T09:10:00Z,2024-04-29T09:15:00Z,76,-264,4493,14252,18821,18557
2024-04-29T09:15:00Z,2024-04-29T09:20:00Z,74,-276,4503,14140,18717,18441
2024-04-29T09:20:00Z,2024-04-29T09:25:00Z,76,-265,4512,14064,18652,18387
2024-04-29T09:25:00Z,2024-04-29T09:30:00Z,80,-232,4428,14121,18629,18397
2024-04-29T09:30:00Z,2024-04-29T09:35:00Z,83,-288,4419,14082,18584,18296
2024-04-29T09:35:00Z,2024-04-29T09:40:00Z,85,-193,4393,14029,18507,18314
2024-04-29T09:40:00Z,2024-04-29T09:45:00Z,86,-143,4411,13974,18471,18328
2024-04-29T09:45:00Z,2024-04-29T09:50:00Z,88,-126,4430,13939,18457,18331
2024-04-29T09:50:00Z,2024-04-29T09:55:00Z,85,-147,4458,13866,18409,18262
2024-04-29T09:55:00Z,2024-04-29T10:00:00Z,81,-92,4471,13830,18382,18290
2024-04-29T10:00:00Z,2024-04-29T10:05:00Z,77,-62,4434,13795,18306,18244
2024-04-29T10:05:00Z,2024-04-29T10:10:00Z,73,-194,4380,13945,18398,18204
2024-04-29T10:10:00Z,2024-04-29T10:15:00Z,71,-226,4358,14042,18471,18245
2024-04-29T10:15:00Z,2024-04-29T10:20:00Z,65,-208,4392,14015,18472,18264
2024-04-29T10:20:00Z,2024-04-29T10:25:00Z,61,-199,4375,14017,18453,18254
2024-04-29T10:25:00Z,2024-04-29T10:30:00Z,59,-207,4324,14049,18432,18225
2024-04-29T10:30:00Z,2024-04-29T10:35:00Z,60,-157,4320,14039,18419,18262
2024-04-29T10:35:00Z,2024-04-29T10:40:00Z,59,-181,4294,14029,18382,18201
2024-04-29T10:40:00Z,2024-04-29T10:45:00Z,61,-278,4318,14008,18387,18109
2024-04-29T10:45:00Z,2024-04-29T10:50:00Z,58,-198,4341,13969,18368,18170
2024-04-29T10:50:00Z,2024-04-29T10:55:00Z,54,-83,4303,13948,18305,18222
2024-04-29T10:55:00Z,2024-04-29T11:00:00Z,54,8,4269,13897,18228,18228
2024-04-29T11:00:00Z,2024-04-29T11:05:00Z,54,99,4233,13816,18202,18202
2024-04-29T11:05:00Z,2024-04-29T11:10:00Z,57,249,4307,13607,18220,18220
2024-04-29T11:10:00Z,2024-04-29T11:15:00Z,56,501,4238,13510,18305,18305
2024-04-29T11:15:00Z,2024-04-29T11:20:00Z,57,577,4223,13527,18384,18384
2024-04-29T11:20:00Z,2024-04-29T11:25:00Z,62,581,4146,13653,18442,18442
2024-04-29T11:25:00Z,2024-04-29T11:30:00Z,64,538,4143,13726,18471,18471
2024-04-29T11:30:00Z,2024-04-29T11:35:00Z,67,465,4174,13781,18487,18487
2024-04-29T11:35:00Z,2024-04-29T11:40:00Z,68,459,4128,13926,18581,18581
2024-04-29T11:40:00Z,2024-04-29T11:45:00Z,69,465,4121,14027,18682,18682
2024-04-29T11:45:00Z,2024-04-29T11:50:00Z,68,494,3995,14152,18709,18709
2024-04-29T11:50:00Z,2024-04-29T11:55:00Z,62,492,3983,14221,18758,18758
2024-04-29T11:55:00Z,2024-04-29T12:00:00Z,61,477,4001,14284,18823,18823
2024-04-29T12:00:00Z,2024-04-29T12:05:00Z,58,530,4107,14272,18967,18967
2024-04-29T12:05:00Z,2024-04-29T12:10:00Z,56,852,3973,14266,19147,19147
2024-04-29T12:10:00Z,2024-04-29T12:15:00Z,58,1145,3951,14204,19358,19358
2024-04-29T12:15:00Z,2024-04-29T12:20:00Z,53,1247,3973,14130,19403,19403
2024-04-29T12:20:00Z,2024-04-29T12:25:00Z,52,1268,4042,14160,19522,19522
2024-04-29T12:25:00Z,2024-04-29T12:30:00Z,50,1064,4230,14229,19573,19573
2024-04-29T12:30:00Z,2024-04-29T12:35:00Z,53,1043,4240,14319,19655,19655
2024-04-29T12:35:00Z,2024-04-29T12:40:00Z,50,1153,4164,14362,19729,19729
2024-04-29T12:40:00Z,2024-04-29T12:45:00Z,51,1270,4194,14324,19839,19839
2024-04-29T12:45:00Z,2024-04-29T12:50:00Z,53,1454,4133,14281,19921,19921
2024-04-29T12:50:00Z,2024-04-29T12:55:00Z,55,1539,4089,14304,19987,19987
2024-04-29T12:55:00Z,2024-04-29T13:00:00Z,58,1608,4132,14262,20060,20060
2024-04-29T13:00:00Z,2024-04-29T13:05:00Z,73,1696,4144,14237,20150,20150
2024-04-29T13:05:00Z,2024-04-29T13:10:00Z,115,2124,3813,14311,20363,20363
2024-04-29T13:10:00Z,2024-04-29T13:15:00Z,211,2383,3608,14401,20603,20603
2024-04-29T13:15:00Z,2024-04-29T13:20:00Z,377,2399,3398,14553,20727,20727
2024-04-29T13:20:00Z,2024-04-29T13:25:00Z,627,2236,3432,14515,20810,20810
2024-04-29T13:25:00Z,2024-04-29T13:30:00Z,991,2090,3334,14431,20846,20846
2024-04-29T13:30:00Z,2024-04-29T13:35:00Z,1456,2136,3066,14300,20958,20958
2024-04-29T13:35:00Z,2024-04-29T13:40:00Z,1993,1792,3122,14132,21039,21039
2024-04-29T13:40:00Z,2024-04-29T13:45:00Z,2586,1141,3234,14076,21037,21037
2024-04-29T13:45:00Z,2024-04-29T13:50:00Z,3263,714,3188,13968,21133,21133
2024-04-29T13:50:00Z,2024-04-29T13:55:00Z,4007,463,2845,13885,21200,21200
2024-04-29T13:55:00Z,2024-04-29T14:00:00Z,4773,254,2621,13671,21319,21319
2024-04-29T14:00:00Z,2024-04-29T14:05:00Z,5568,294,2232,13279,21373,21373
2024-04-29T14:05:00Z,2024-04-29T14:10:00Z,6414,575,1779,12871,21639,21639
2024-04-29T14:10:00Z,2024-04-29T14:15:00Z,7292,412,1424,12831,21959,21959
2024-04-29T14:15:00Z,2024-04-29T14:20:00Z,8217,224,1122,12572,22135,22135
2024-04-29T14:20:00Z,2024-04-29T14:25:00Z,9119,446,692,11957,22214,22214
2024-04-29T14:25:00Z,2024-04-29T14:30:00Z,9959,277,57,11825,22118,22118
2024-04-29T14:30:00Z,2024-04-29T14:35:00Z,10791,-63,-331,11718,22509,22115
2024-04-29T14:35:00Z,2024-04-29T14:40:00Z,11599,-453,-607,11478,23077,22017
2024-04-29T14:40:00Z,2024-04-29T14:45:00Z,12371,-746,-1066,11370,23741,21929
2024-04-29T14:45:00Z,2024-04-29T14:50:00Z,12965,-1169,-1076,11218,24183,21938
2024-04-29T14:50:00Z,2024-04-29T14:55:00Z,13424,-1615,-1114,11139,24563,21834
2024-04-29T14:55:00Z,2024-04-29T15:00:00Z,13657,-1842,-1102,10922,24579,21635
2024-04-29T15:00:00Z,2024-04-29T15:05:00Z,13953,-1584,-1569,10828,24781,21628
2024-04-29T15:05:00Z,2024-04-29T15:10:00Z,14623,-1314,-2190,10515,25138,21634
2024-04-29T15:10:00Z,2024-04-29T15:15:00Z,15044,-1220,-2144,10075,25119,21755
2024-04-29T15:15:00Z,2024-04-29T15:20:00Z,15183,-1079,-2344,9852,25035,21612
2024-04-29T15:20:00Z,2024-04-29T15:25:00Z,15473,-1321,-2363,9706,25179,21495
2024-04-29T15:25:00Z,2024-04-29T15:30:00Z,15647,-1445,-2381,9494,25141,21315
2024-04-29T15:30:00Z,2024-04-29T15:35:00Z,15631,-1651,-2243,9409,25040,21146
2024-04-29T15:35:00Z,2024-04-29T15:40:00Z,15721,-1976,-2159,9487,25208,21073
2024-04-29T15:40:00Z,2024-04-29T15:45:00Z,15577,-2048,-2117,9549,25126,20961
2024-04-29T15:45:00Z,2024-04-29T15:50:00Z,15654,-2118,-2190,9520,25174,20866
2024-04-29T15:50:00Z,2024-04-29T15:55:00Z,15659,-2236,-2235,9523,25182,20711
2024-04-29T15:55:00Z,2024-04-29T16:00:00Z,15668,-2325,-2339,9551,25219,20555
2024-04-29T16:00:00Z,2024-04-29T16:05:00Z,15750,-2395,-2466,9565,25315,20454
2024-04-29T16:05:00Z,2024-04-29T16:10:00Z,16007,-2267,-2803,9388,25395,20325
2024-04-29T16:10:00Z,2024-04-29T16:15:00Z,16282,-2251,-3100,9342,25624,20273
2024-04-29T16:15:00Z,2024-04-29T16:20:00Z,16336,-2180,-3160,9208,25544,20204
2024-04-29T16:20:00Z,2024-04-29T16:25:00Z,16253,-2219,-2995,9061,25314,20100
2024-04-29T16:25:00Z,2024-04-29T16:30:00Z,16325,-2073,-3297,8907,25232,19862
2024-04-29T16:30:00Z,2024-04-29T16:35:00Z,16418,-2161,-3473,8786,25204,19570
2024-04-29T16:35:00Z,2024-04-29T16:40:00Z,16450,-2334,-3421,8721,25171,19416
2024-04-29T16:40:00Z,2024-04-29T16:45:00Z,16421,-2634,-3192,8681,25102,19276
2024-04-29T16:45:00Z,2024-04-29T16:50:00Z,16366,-2902,-3074,8664,25030,19054
2024-04-29T16:50:00Z,2024-04-29T16:55:00Z,16345,-2965,-2961,8565,24910,18984
2024-04-29T16:55:00Z,2024-04-29T17:00:00Z,16350,-2955,-2983,8492,24842,18904
2024-04-29T17:00:00Z,2024-04-29T17:05:00Z,16419,-2934,-3090,8464,24883,18859
2024-04-29T17:05:00Z,2024-04-29T17:10:00Z,16767,-3315,-3095,8483,25250,18840
2024-04-29T17:10:00Z,2024-04-29T17:15:00Z,17032,-3560,-3226,8441,25473,18687
2024-04-29T17:15:00Z,2024-04-29T17:20:00Z,16935,-3732,-3075,8410,25345,18538
2024-04-29T17:20:00Z,2024-04-29T17:25:00Z,16947,-3771,-3034,8336,25283,18478
2024-04-29T17:25:00Z,2024-04-29T17:30:00Z,16930,-3796,-3025,8240,25170,18349
2024-04-29T17:30:00Z,2024-04-29T17:35:00Z,16887,-3754,-2982,8150,25037,18301
2024-04-29T17:35:00Z,2024-04-29T17:40:00Z,16963,-3805,-3182,8121,25084,18097
2024-04-29T17:40:00Z,2024-04-29T17:45:00Z,16971,-3858,-3228,8166,25137,18051
2024-04-29T17:45:00Z,2024-04-29T17:50:00Z,17122,-3788,-3534,8176,25298,17976
2024-04-29T17:50:00Z,2024-04-29T17:55:00Z,17148,-3833,-3565,8195,25343,17945
2024-04-29T17:55:00Z,2024-04-29T18:00:00Z,17164,-3911,-3693,8258,25422,17818
2024-04-29T18:00:00Z,2024-04-29T18:05:00Z,17168,-3987,-3619,8208,25376,17770
2024-04-29T18:05:00Z,2024-04-29T18:10:00Z,17339,-4311,-3587,8183,25522,17624
2024-04-29T18:10:00Z,2024-04-29T18:15:00Z,17310,-4444,-3570,8146,25456,17442
2024-04-29T18:15:00Z,2024-04-29T18:20:00Z,17305,-4419,-3618,8130,25435,17398
2024-04-29T18:20:00Z,2024-04-29T18:25:00Z,17307,-4479,-3644,8097,25404,17281
2024-04-29T18:25:00Z,2024-04-29T18:30:00Z,17243,-4500,-3567,8080,25323,17256
2024-04-29T18:30:00Z,2024-04-29T18:35:00Z,17235,-4428,-3678,8097,25332,17226
2024-04-29T18:35:00Z,2024-04-29T18:40:00Z,17244,-4557,-3687,8189,25433,17189
2024-04-29T18:40:00Z,2024-04-29T18:45:00Z,17280,-4590,-3685,8153,25433,17158
2024-04-29T18:45:00Z,2024-04-29T18:50:00Z,17235,-4490,-3578,8125,25360,17292
2024-04-29T18:50:00Z,2024-04-29T18:55:00Z,17084,-4345,-3510,8143,25227,17372
2024-04-29T18:55:00Z,2024-04-29T19:00:00Z,16974,-4256,-3518,8166,25140,17366
2024-04-29T19:00:00Z,2024-04-29T19:05:00Z,17021,-4124,-3740,8197,25218,17354
2024-04-29T19:05:00Z,2024-04-29T19:10:00Z,17087,-4267,-3790,8303,25390,17333
2024-04-29T19:10:00Z,2024-04-29T19:15:00Z,16946,-4243,-3731,8307,25253,17279
2024-04-29T19:15:00Z,2024-04-29T19:20:00Z,16961,-4049,-3953,8312,25273,17271
2024-04-29T19:20:00Z,2024-04-29T19:25:00Z,17145,-4101,-4116,8304,25449,17232
2024-04-29T19:25:00Z,2024-04-29T19:30:00Z,17075,-3913,-4239,8288,25363,17211
2024-04-29T19:30:00Z,2024-04-29T19:35:00Z,16988,-3766,-4272,8340,25328,17290
2024-04-29T19:35:00Z,2024-04-29T19:40:00Z,17100,-3703,-4480,8349,25449,17266
2024-04-29T19:40:00Z,2024-04-29T19:45:00Z,17178,-3848,-4427,8380,25558,17283
2024-04-29T19:45:00Z,2024-04-29T19:50:00Z,17022,-3860,-4313,8367,25389,17216
2024-04-29T19:50:00Z,2024-04-29T19:55:00Z,16882,-3876,-4177,8431,25313,17260
2024-04-29T19:55:00Z,2024-04-29T20:00:00Z,16868,-3870,-4247,8483,25351,17234
2024-04-29T20:00:00Z,2024-04-29T20:05:00Z,16858,-3990,-4192,8545,25403,17221
2024-04-29T20:05:00Z,2024-04-29T20:10:00Z,16969,-4273,-4071,8615,25584,17240
2024-04-29T20:10:00Z,2024-04-29T20:15:00Z,17023,-4405,-4096,8739,25762,17261
2024-04-29T20:15:00Z,2024-04-29T20:20:00Z,17019,-4312,-4189,8750,25769,17268
2024-04-29T20:20:00Z,2024-04-29T20:25:00Z,17022,-3916,-4545,8740,25762,17301
2024-04-29T20:25:00Z,2024-04-29T20:30:00Z,17123,-3756,-4838,8719,25842,17248
2024-04-29T20:30:00Z,2024-04-29T20:35:00Z,17123,-3621,-4911,8737,25860,17328
2024-04-29T20:35:00Z,2024-04-29T20:40:00Z,17040,-3674,-4837,8839,25879,17368
2024-04-29T20:40:00Z,2024-04-29T20:45:00Z,16976,-3604,-4828,8882,25858,17426
2024-04-29T20:45:00Z,2024-04-29T20:50:00Z,17017,-3538,-4953,8890,25907,17416
2024-04-29T20:50:00Z,2024-04-29T20:55:00Z,16994,-3605,-4908,8895,25889,17376
2024-04-29T20:55:00Z,2024-04-29T21:00:00Z,16823,-3738,-4613,8948,25771,17420
2024-04-29T21:00:00Z,2024-04-29T21:05:00Z,16742,-3812,-4479,8979,25721,17430
2024-04-29T21:05:00Z,2024-04-29T21:10:00Z,16768,-3830,-4460,8812,25580,17290
2024-04-29T21:10:00Z,2024-04-29T21:15:00Z,16747,-3779,-4462,8819,25566,17325
2024-04-29T21:15:00Z,2024-04-29T21:20:00Z,16659,-3506,-4632,8867,25526,17388
2024-04-29T21:20:00Z,2024-04-29T21:25:00Z,16542,-3307,-4684,8965,25507,17516
2024-04-29T21:25:00Z,2024-04-29T21:30:00Z,16529,-3162,-4746,9006,25535,17627
2024-04-29T21:30:00Z,2024-04-29T21:35:00Z,16538,-3184,-4644,8991,25529,17701
2024-04-29T21:35:00Z,2024-04-29T21:40:00Z,16507,-2961,-4770,8997,25504,17773
2024-04-29T21:40:00Z,2024-04-29T21:45:00Z,16444,-2862,-4781,9057,25501,17858
2024-04-29T21:45:00Z,2024-04-29T21:50:00Z,16407,-2718,-4789,9069,25476,17969
2024-04-29T21:50:00Z,2024-04-29T21:55:00Z,16353,-2684,-4736,9078,25431,18011
2024-04-29T21:55:00Z,2024-04-29T22:00:00Z,16357,-2580,-4731,9102,25459,18148
2024-04-29T22:00:00Z,2024-04-29T22:05:00Z,16450,-2431,-4836,9091,25541,18274
2024-04-29T22:05:00Z,2024-04-29T22:10:00Z,16533,-2270,-4809,8869,25402,18323
2024-04-29T22:10:00Z,2024-04-29T22:15:00Z,16533,-2006,-4944,8853,25386,18436
2024-04-29T22:15:00Z,2024-04-29T22:20:00Z,16580,-1869,-5002,8860,25440,18569
2024-04-29T22:20:00Z,2024-04-29T22:25:00Z,16590,-1845,-4953,8938,25528,18730
2024-04-29T22:25:00Z,2024-04-29T22:30:00Z,16419,-1847,-4774,9026,25445,18824
2024-04-29T22:30:00Z,2024-04-29T22:35:00Z,16328,-1664,-4810,9045,25373,18899
2024-04-29T22:35:00Z,2024-04-29T22:40:00Z,16453,-1522,-4976,9132,25585,19087
2024-04-29T22:40:00Z,2024-04-29T22:45:00Z,16499,-1514,-5161,9323,25822,19147
2024-04-29T22:45:00Z,2024-04-29T22:50:00Z,16427,-1392,-5158,9367,25794,19244
2024-04-29T22:50:00Z,2024-04-29T22:55:00Z,16441,-1314,-5182,9408,25849,19353
2024-04-29T22:55:00Z,2024-04-29T23:00:00Z,16409,-1124,-5253,9434,25843,19466
2024-04-29T23:00:00Z,2024-04-29T23:05:00Z,16347,-1068,-5103,9402,25749,19578
2024-04-29T23:05:00Z,2024-04-29T23:10:00Z,16137,-1113,-4756,9402,25539,19670
2024-04-29T23:10:00Z,2024-04-29T23:15:00Z,15858,-1102,-4526,9464,25322,19694
2024-04-29T23:15:00Z,2024-04-29T23:20:00Z,15721,-1014,-4389,9590,25311,19908
2024-04-29T23:20:00Z,2024-04-29T23:25:00Z,15935,-839,-4676,9709,25644,20129
2024-04-29T23:25:00Z,2024-04-29T23:30:00Z,16223,-763,-4831,9682,25905,20311
2024-04-29T23:30:00Z,2024-04-29T23:35:00Z,16322,-705,-4883,9785,26107,20519
2024-04-29T23:35:00Z,2024-04-29T23:40:00Z,16251,-716,-4824,9940,26191,20651
2024-04-29T23:40:00Z,2024-04-29T23:45:00Z,16013,-447,-4746,10113,26126,20933
2024-04-29T23:45:00Z,2024-04-29T23:50:00Z,15938,-427,-4752,10291,26229,21050
2024-04-29T23:50:00Z,2024-04-29T23:55:00Z,15894,-318,-4739,10418,26312,21255
2024-04-29T23:55:00Z,2024-04-30T00:00:00Z,15981,-144,-4831,10523,26504,21529
2024-04-30T00:00:00Z,2024-04-30T00:05:00Z,15896,-336,-4745,10784,26680,21599
2024-04-30T00:05:00Z,2024-04-30T00:10:00Z,15459,-922,-4150,10939,26398,21326
2024-04-30T00:10:00Z,2024-04-30T00:15:00Z,15132,-855,-3787,11018,26150,21508
2024-04-30T00:15:00Z,2024-04-30T00:20:00Z,15005,-532,-3815,11111,26116,21769
2024-04-30T00:20:00Z,2024-04-30T00:25:00Z,14719,-305,-3717,11299,26018,21996
2024-04-30T00:25:00Z,2024-04-30T00:30:00Z,14568,20,-3727,11392,25980,22253
2024-04-30T00:30:00Z,2024-04-30T00:35:00Z,14628,135,-3875,11508,26271,22396
2024-04-30T00:35:00Z,2024-04-30T00:40:00Z,14526,38,-3736,11810,26374,22638
2024-04-30T00:40:00Z,2024-04-30T00:45:00Z,14330,151,-3594,11869,26350,22756
2024-04-30T00:45:00Z,2024-04-30T00:50:00Z,13964,549,-3537,11955,26468,22931
2024-04-30T00:50:00Z,2024-04-30T00:55:00Z,13356,865,-3541,12450,26671,23130
2024-04-30T00:55:00Z,2024-04-30T01:00:00Z,12632,1323,-3273,12588,26543,23270
2024-04-30T01:00:00Z,2024-04-30T01:05:00Z,11870,1247,-2622,12784,25901,23279
2024-04-30T01:05:00Z,2024-04-30T01:10:00Z,11152,451,-1957,13430,25033,23076
2024-04-30T01:10:00Z,2024-04-30T01:15:00Z,10331,57,-1189,13953,24341,23152
2024-04-30T01:15:00Z,2024-04-30T01:20:00Z,9400,195,-301,14059,23654,23353
2024-04-30T01:20:00Z,2024-04-30T01:25:00Z,8525,640,185,14167,23517,23517
2024-04-30T01:25:00Z,2024-04-30T01:30:00Z,7638,1080,703,14234,23655,23655
2024-04-30T01:30:00Z,2024-04-30T01:35:00Z,6791,1421,1006,14618,23836,23836
2024-04-30T01:35:00Z,2024-04-30T01:40:00Z,5999,1705,1164,15069,23937,23937
2024-04-30T01:40:00Z,2024-04-30T01:45:00Z,5353,2109,1347,15330,24139,24139
2024-04-30T01:45:00Z,2024-04-30T01:50:00Z,4578,2719,1548,15422,24267,24267
2024-04-30T01:50:00Z,2024-04-30T01:55:00Z,3823,3384,1720,15520,24447,24447
2024-04-30T01:55:00Z,2024-04-30T02:00:00Z,3112,3984,1877,15571,24544,24544
2024-04-30T02:00:00Z,2024-04-30T02:05:00Z,2465,4625,1691,15849,24630,24630
2024-04-30T02:05:00Z,2024-04-30T02:10:00Z,1883,5541,1132,16119,24675,24675
2024-04-30T02:10:00Z,2024-04-30T02:15:00Z,1395,6099,967,16249,24710,24710
2024-04-30T02:15:00Z,2024-04-30T02:20:00Z,1020,6369,1109,16340,24838,24838
2024-04-30T02:20:00Z,2024-04-30T02:25:00Z,715,6424,1437,16393,24969,24969
2024-04-30T02:25:00Z,2024-04-30T02:30:00Z,474,6417,1788,16362,25041,25041
2024-04-30T02:30:00Z,2024-04-30T02:35:00Z,317,6447,2077,16303,25144,25144
2024-04-30T02:35:00Z,2024-04-30T02:40:00Z,197,6501,2168,16425,25291,25291
2024-04-30T02:40:00Z,2024-04-30T02:45:00Z,130,6601,2115,16528,25374,25374
2024-04-30T02:45:00Z,2024-04-30T02:50:00Z,97,6639,2253,16442,25431,25431
2024-04-30T02:50:00Z,2024-04-30T02:55:00Z,73,6758,2341,16361,25533,25533
2024-04-30T02:55:00Z,2024-04-30T03:00:00Z,57,6726,2478,16412,25673,25673
2024-04-30T03:00:00Z,2024-04-30T03:05:00Z,39,6630,2597,16523,25789,25789
2024-04-30T03:05:00Z,2024-04-30T03:10:00Z,33,6530,2628,16664,25855,25855
2024-04-30T03:10:00Z,2024-04-30T03:15:00Z,34,6526,2658,16693,25911,25911
2024-04-30T03:15:00Z,2024-04-30T03:20:00Z,35,6396,2765,16773,25969,25969
2024-04-30T03:20:00Z,2024-04-30T03:25:00Z,41,6338,2828,16801,26008,26008
2024-04-30T03:25:00Z,2024-04-30T03:30:00Z,45,6251,2874,16827,25997,25997
2024-04-30T03:30:00Z,2024-04-30T03:35:00Z,50,6138,2877,16839,25904,25904
2024-04-30T03:35:00Z,2024-04-30T03:40:00Z,53,6105,2875,16821,25854,25854
2024-04-30T03:40:00Z,2024-04-30T03:45:00Z,55,6035,2895,16838,25823,25823
2024-04-30T03:45:00Z,2024-04-30T03:50:00Z,53,5937,2886,16861,25737,25737
2024-04-30T03:50:00Z,2024-04-30T03:55:00Z,49,5864,2718,17100,25731,25731
2024-04-30T03:55:00Z,2024-04-30T04:00:00Z,50,5677,2914,17116,25757,25757
2024-04-30T04:00:00Z,2024-04-30T04:05:00Z,51,5332,3259,17065,25707,25707
2024-04-30T04:05:00Z,2024-04-30T04:10:00Z,49,5165,3301,17211,25726,25726
2024-04-30T04:10:00Z,2024-04-30T04:15:00Z,46,4783,3469,17393,25691,25691
2024-04-30T04:15:00Z,2024-04-30T04:20:00Z,47,4429,3704,17392,25572,25572
2024-04-30T04:20:00Z,2024-04-30T04:25:00Z,49,4266,3782,17432,25529,25529
2024-04-30T04:25:00Z,2024-04-30T04:30:00Z,51,4072,3855,17484,25462,25462
2024-04-30T04:30:00Z,2024-04-30T04:35:00Z,52,3995,3824,17508,25379,25379
2024-04-30T04:35:00Z,2024-04-30T04:40:00Z,51,3743,3909,17524,25227,25227
2024-04-30T04:40:00Z,2024-04-30T04:45:00Z,47,3538,4037,17523,25145,25145
2024-04-30T04:45:00Z,2024-04-30T04:50:00Z,52,3377,4075,17544,25048,25048
2024-04-30T04:50:00Z,2024-04-30T04:55:00Z,51,3379,3937,17548,24915,24915
2024-04-30T04:55:00Z,2024-04-30T05:00:00Z,51,3194,4002,17589,24836,24836
2024-04-30T05:00:00Z,2024-04-30T05:05:00Z,51,2868,4201,17562,24682,24682
2024-04-30T05:05:00Z,2024-04-30T05:10:00Z,55,2902,4241,17418,24616,24616
2024-04-30T05:10:00Z,2024-04-30T05:15:00Z,54,2837,4206,17393,24490,24490
2024-04-30T05:15:00Z,2024-04-30T05:20:00Z,52,2735,4247,17325,24359,24359
2024-04-30T05:20:00Z,2024-04-30T05:25:00Z,51,2607,4253,17299,24210,24210
2024-04-30T05:25:00Z,2024-04-30T05:30:00Z,49,2325,4361,17243,23978,23978
2024-04-30T05:30:00Z,2024-04-30T05:35:00Z,49,2117,4426,17259,23851,23851
2024-04-30T05:35:00Z,2024-04-30T05:40:00Z,47,2055,4458,17167,23727,23727
2024-04-30T05:40:00Z,2024-04-30T05:45:00Z,46,1934,4483,17119,23582,23582
2024-04-30T05:45:00Z,2024-04-30T05:50:00Z,46,1766,4553,17012,23377,23377
2024-04-30T05:50:00Z,2024-04-30T05:55:00Z,49,1545,4723,16953,23270,23270
2024-04-30T05:55:00Z,2024-04-30T06:00:00Z,50,1406,4727,16921,23104,23104
2024-04-30T06:00:00Z,2024-04-30T06:05:00Z,55,1418,4608,16857,22938,22938
2024-04-30T06:05:00Z,2024-04-30T06:10:00Z,58,1460,4402,16906,22826,22826
2024-04-30T06:10:00Z,2024-04-30T06:15:00Z,57,1195,4563,17068,22883,22883
2024-04-30T06:15:00Z,2024-04-30T06:20:00Z,55,1117,4591,17001,22764,22764
2024-04-30T06:20:00Z,2024-04-30T06:25:00Z,56,960,4628,16977,22621,22621
2024-04-30T06:25:00Z,2024-04-30T06:30:00Z,55,668,4705,17053,22481,22481
2024-04-30T06:30:00Z,2024-04-30T06:35:00Z,54,263,4834,17144,22295,22295
2024-04-30T06:35:00Z,2024-04-30T06:40:00Z,55,163,4910,17150,22278,22278
2024-04-30T06:40:00Z,2024-04-30T06:45:00Z,58,92,4817,17178,22145,22145
2024-04-30T06:45:00Z,2024-04-30T06:50:00Z,62,-211,4901,17226,22189,21978
2024-04-30T06:50:00Z,2024-04-30T06:55:00Z,60,-361,4859,17303,22222,21861
2024-04-30T06:55:00Z,2024-04-30T07:00:00Z,58,-337,4818,17283,22159,21822
2024-04-30T07:00:00Z,2024-04-30T07:05:00Z,59,-93,4474,17193,21726,21633
