interval_start_utc,interval_end_utc,solare,batterie,import - export,produzione_rimanente,total_gross_mix,total_net_mix
2024-05-17T03:40:00Z,2024-05-17T03:45:00Z,175,6748,3266,17081,27270,27270
2024-05-17T03:45:00Z,2024-05-17T03:50:00Z,176,6603,3332,17072,27183,27183
2024-05-17T03:50:00Z,2024-05-17T03:55:00Z,173,6425,3514,16957,27069,27069
2024-05-17T03:55:00Z,2024-05-17T04:00:00Z,175,6410,3588,16845,27018,27018
2024-05-17T04:00:00Z,2024-05-17T04:05:00Z,180,6325,3578,16820,26903,26903
2024-05-17T04:05:00Z,2024-05-17T04:10:00Z,181,6397,3647,16653,26878,26878
2024-05-17T04:10:00Z,2024-05-17T04:15:00Z,180,6322,3795,16565,26862,26862
2024-05-17T04:15:00Z,2024-05-17T04:20:00Z,179,6227,3816,16510,26732,26732
2024-05-17T04:20:00Z,2024-05-17T04:25:00Z,180,6175,3831,16485,26671,26671
2024-05-17T04:25:00Z,2024-05-17T04:30:00Z,180,6112,3827,16446,26565,26565
2024-05-17T04:30:00Z,2024-05-17T04:35:00Z,179,6056,3824,16411,26470,26470
2024-05-17T04:35:00Z,2024-05-17T04:40:00Z,180,6014,3893,16227,26314,26314
2024-05-17T04:40:00Z,2024-05-17T04:45:00Z,182,5853,3999,16176,26210,26210
2024-05-17T04:45:00Z,2024-05-17T04:50:00Z,179,5631,4237,16071,26118,26118
2024-05-17T04:50:00Z,2024-05-17T04:55:00Z,179,5503,4423,15863,25968,25968
2024-05-17T04:55:00Z,2024-05-17T05:00:00Z,178,5302,4574,15782,25836,25836
2024-05-17T05:00:00Z,2024-05-17T05:05:00Z,181,5036,4684,15818,25719,25719
2024-05-17T05:05:00Z,2024-05-17T05:10:00Z,182,5076,4578,15794,25630,25630
2024-05-17T05:10:00Z,2024-05-17T05:15:00Z,184,5060,4495,15799,25538,25538
2024-05-17T05:15:00Z,2024-05-17T05:20:00Z,183,4630,4760,15838,25411,25411
2024-05-17T05:20:00Z,2024-05-17T05:25:00Z,184,4086,5203,15736,25209,25209
2024-05-17T05:25:00Z,2024-05-17T05:30:00Z,185,3778,5300,15713,24976,24976
2024-05-17T05:30:00Z,2024-05-17T05:35:00Z,184,3407,5650,15670,24911,24911
2024-05-17T05:35:00Z,2024-05-17T05:40:00Z,186,2958,5904,15668,24716,24716
2024-05-17T05:40:00Z,2024-05-17T05:45:00Z,186,2679,5990,15674,24529,24529
2024-05-17T05:45:00Z,2024-05-17T05:50:00Z,186,2416,6178,15553,24333,24333
2024-05-17T05:50:00Z,2024-05-17T05:55:00Z,186,2258,6256,15481,24181,24181
2024-05-17T05:55:00Z,2024-05-17T06:00:00Z,186,2117,6297,15432,24032,24032
2024-05-17T06:00:00Z,2024-05-17T06:05:00Z,186,1944,6332,15378,23840,23840
2024-05-17T06:05:00Z,2024-05-17T06:10:00Z,187,2102,6191,15185,23665,23665
2024-05-17T06:10:00Z,2024-05-17T06:15:00Z,186,1992,6327,15208,23713,23713
2024-05-17T06:15:00Z,2024-05-17T06:20:00Z,186,1748,6476,15154,23564,23564
2024-05-17T06:20:00Z,2024-05-17T06:25:00Z,186,1688,6489,15066,23429,23429
2024-05-17T06:25:00Z,2024-05-17T06:30:00Z,186,1318,6724,15067,23295,23295
2024-05-17T06:30:00Z,2024-05-17T06:35:00Z,186,826,7025,15135,23172,23172
2024-05-17T06:35:00Z,2024-05-17T06:40:00Z,186,548,7186,15149,23069,23069
2024-05-17T06:40:00Z,2024-05-17T06:45:00Z,185,263,7305,15157,22910,22910
2024-05-17T06:45:00Z,2024-05-17T06:50:00Z,183,37,7426,15155,22801,22801
2024-05-17T06:50:00Z,2024-05-17T06:55:00Z,183,-22,7309,15154,22646,22624
2024-05-17T06:55:00Z,2024-05-17T07:00:00Z,185,114,7046,15138,22483,22483
2024-05-17T07:00:00Z,2024-05-17T07:05:00Z,183,514,6621,15058,22376,22376
2024-05-17T07:05:00Z,2024-05-17T07:10:00Z,181,1346,6123,15056,22706,22706
2024-05-17T07:10:00Z,2024-05-17T07:15:00Z,181,1447,6006,15135,22769,22769
2024-05-17T07:15:00Z,2024-05-17T07:20:00Z,185,1423,5919,15157,22684,22684
2024-05-17T07:20:00Z,2024-05-17T07:25:00Z,184,1332,5979,15140,22635,22635
2024-05-17T07:25:00Z,2024-05-17T07:30:00Z,183,937,6360,15160,22640,22640
2024-05-17T07:30:00Z,2024-05-17T07:35:00Z,182,678,6434,15190,22484,22484
2024-05-17T07:35:00Z,2024-05-17T07:40:00Z,178,394,6604,15214,22390,22390
2024-05-17T07:40:00Z,2024-05-17T07:45:00Z,176,299,6619,15201,22295,22295
2024-05-17T07:45:00Z,2024-05-17T07:50:00Z,176,221,6712,15129,22238,22238
2024-05-17T07:50:00Z,2024-05-17T07:55:00Z,182,123,6843,14988,22136,22136
2024-05-17T07:55:00Z,2024-05-17T08:00:00Z,181,119,6796,14940,22036,22036
2024-05-17T08:00:00Z,2024-05-17T08:05:00Z,182,223,6772,14811,21988,21988
2024-05-17T08:05:00Z,2024-05-17T08:10:00Z,183,296,6850,14673,22002,22002
2024-05-17T08:10:00Z,2024-05-17T08:15:00Z,183,345,6820,14598,21946,21946
2024-05-17T08:15:00Z,2024-05-17T08:20:00Z,184,318,6814,14567,21883,21883
2024-05-17T08:20:00Z,2024-05-17T08:25:00Z,183,185,6890,14533,21791,21791
2024-05-17T08:25:00Z,2024-05-17T08:30:00Z,183,1,6978,14538,21700,21700
2024-05-17T08:30:00Z,2024-05-17T08:35:00Z,181,-255,7088,14570,21839,21584
2024-05-17T08:35:00Z,2024-05-17T08:40:00Z,183,-275,7125,14523,21831,21556
2024-05-17T08:40:00Z,2024-05-17T08:45:00Z,183,-219,7075,14468,21726,21507
2024-05-17T08:45:00Z,2024-05-17T08:50:00Z,182,-250,7029,14492,21703,21453
2024-05-17T08:50:00Z,2024-05-17T08:55:00Z,185,-267,6950,14499,21634,21367
2024-05-17T08:55:00Z,2024-05-17T09:00:00Z,185,-164,6765,14502,21452,21288
2024-05-17T09:00:00Z,2024-05-17T09:05:00Z,184,-164,6680,14489,21353,21189
2024-05-17T09:05:00Z,2024-05-17T09:10:00Z,182,-259,6775,14497,21454,21195
2024-05-17T09:10:00Z,2024-05-17T09:15:00Z,180,-219,6674,14508,21362,21143
2024-05-17T09:15:00Z,2024-05-17T09:20:00Z,180,-196,6674,14524,21378,21182
2024-05-17T09:20:00Z,2024-05-17T09:25:00Z,181,-265,6702,14529,21412,21147
2024-05-17T09:25:00Z,2024-05-17T09:30:00Z,178,-365,6753,14546,21477,21112
2024-05-17T09:30:00Z,2024-05-17T09:35:00Z,178,-322,6651,14583,21412,21090
2024-05-17T09:35:00Z,2024-05-17T09:40:00Z,176,-383,6751,14560,21487,21104
2024-05-17T09:40:00Z,2024-05-17T09:45:00Z,177,-403,6814,14474,21465,21062
2024-05-17T09:45:00Z,2024-05-17T09:50:00Z,178,-337,6837,14362,21377,21040
2024-05-17T09:50:00Z,2024-05-17T09:55:00Z,178,-322,6837,14317,21332,21010
2024-05-17T09:55:00Z,2024-05-17T10:00:00Z,177,-299,6829,14204,21210,20911
2024-05-17T10:00:00Z,2024-05-17T10:05:00Z,174,-267,6770,14168,21112,20845
2024-05-17T10:05:00Z,2024-05-17T10:10:00Z,172,-168,6748,14210,21130,20962
2024-05-17T10:10:00Z,2024-05-17T10:15:00Z,172,-156,6470,14404,21046,20890
2024-05-17T10:15:00Z,2024-05-17T10:20:00Z,172,-333,6710,14306,21188,20855
2024-05-17T10:20:00Z,2024-05-17T10:25:00Z,173,-336,6894,14215,21282,20946
2024-05-17T10:25:00Z,2024-05-17T10:30:00Z,174,-340,6914,14209,21297,20957
2024-05-17T10:30:00Z,2024-05-17T10:35:00Z,172,-324,6820,14283,21275,20951
2024-05-17T10:35:00Z,2024-05-17T10:40:00Z,173,-370,6762,14297,21232,20862
2024-05-17T10:40:00Z,2024-05-17T10:45:00Z,170,-370,6805,14303,21278,20908
2024-05-17T10:45:00Z,2024-05-17T10:50:00Z,166,-381,6794,14325,21285,20904
2024-05-17T10:50:00Z,2024-05-17T10:55:00Z,166,-466,6853,14340,21359,20893
2024-05-17T10:55:00Z,2024-05-17T11:00:00Z,162,-512,6793,14358,21313,20801
2024-05-17T11:00:00Z,2024-05-17T11:05:00Z,161,-687,6871,14380,21412,20725
2024-05-17T11:05:00Z,2024-05-17T11:10:00Z,160,-574,6884,14432,21476,20902
2024-05-17T11:10:00Z,2024-05-17T11:15:00Z,154,-305,6708,14394,21256,20951
2024-05-17T11:15:00Z,2024-05-17T11:20:00Z,151,-158,6761,14242,21154,20996
2024-05-17T11:20:00Z,2024-05-17T11:25:00Z,149,-23,6758,14187,21094,21071
2024-05-17T11:25:00Z,2024-05-17T11:30:00Z,147,98,6755,14142,21142,21142
2024-05-17T11:30:00Z,2024-05-17T11:35:00Z,142,201,6670,14143,21156,21156
2024-05-17T11:35:00Z,2024-05-17T11:40:00Z,140,223,6618,14212,21193,21193
2024-05-17T11:40:00Z,2024-05-17T11:45:00Z,135,244,6661,14150,21190,21190
2024-05-17T11:45:00Z,2024-05-17T11:50:00Z,131,302,6660,14157,21250,21250
2024-05-17T11:50:00Z,2024-05-17T11:55:00Z,128,498,6522,14148,21296,21296
2024-05-17T11:55:00Z,2024-05-17T12:00:00Z,123,538,6479,14067,21207,21207
2024-05-17T12:00:00Z,2024-05-17T12:05:00Z,119,570,6838,13736,21263,21263
2024-05-17T12:05:00Z,2024-05-17T12:10:00Z,122,645,7215,13384,21366,21366
2024-05-17T12:10:00Z,2024-05-17T12:15:00Z,121,698,7630,13222,21671,21671
2024-05-17T12:15:00Z,2024-05-17T12:20:00Z,113,847,7599,13161,21720,21720
2024-05-17T12:20:00Z,2024-05-17T12:25:00Z,119,892,7596,13173,21780,21780
2024-05-17T12:25:00Z,2024-05-17T12:30:00Z,117,647,7789,13272,21825,21825
2024-05-17T12:30:00Z,2024-05-17T12:35:00Z,117,542,7873,13373,21905,21905
2024-05-17T12:35:00Z,2024-05-17T12:40:00Z,122,676,7877,13381,22056,22056
2024-05-17T12:40:00Z,2024-05-17T12:45:00Z,132,747,7828,13438,22145,22145
2024-05-17T12:45:00Z,2024-05-17T12:50:00Z,147,728,7862,13481,22218,22218
2024-05-17T12:50:00Z,2024-05-17T12:55:00Z,188,638,7918,13500,22244,22244
2024-05-17T12:55:00Z,2024-05-17T13:00:00Z,261,594,7912,13539,22306,22306
2024-05-17T13:00:00Z,2024-05-17T13:05:00Z,400,620,7815,13576,22411,22411
2024-05-17T13:05:00Z,2024-05-17T13:10:00Z,616,908,7545,13689,22758,22758
2024-05-17T13:10:00Z,2024-05-17T13:15:00Z,908,984,7444,13671,23007,23007
2024-05-17T13:15:00Z,2024-05-17T13:20:00Z,1310,909,7269,13654,23142,23142
2024-05-17T13:20:00Z,2024-05-17T13:25:00Z,1799,634,7326,13615,23374,23374
2024-05-17T13:25:00Z,2024-05-17T13:30:00Z,2337,458,7279,13421,23495,23495
2024-05-17T13:30:00Z,2024-05-17T13:35:00Z,2918,340,7332,13023,23613,23613
2024-05-17T13:35:00Z,2024-05-17T13:40:00Z,3556,265,7171,12686,23678,23678
2024-05-17T13:40:00Z,2024-05-17T13:45:00Z,4232,-10,7064,12502,23798,23788
2024-05-17T13:45:00Z,2024-05-17T13:50:00Z,4948,-184,6658,12426,24032,23848
2024-05-17T13:50:00Z,2024-05-17T13:55:00Z,5680,-540,6379,12299,24358,23818
2024-05-17T13:55:00Z,2024-05-17T14:00:00Z,6485,-687,6445,11935,24865,24178
2024-05-17T14:00:00Z,2024-05-17T14:05:00Z,7278,-395,5856,11708,24842,24447
2024-05-17T14:05:00Z,2024-05-17T14:10:00Z,8084,-358,5363,11256,24703,24345
2024-05-17T14:10:00Z,2024-05-17T14:15:00Z,8902,-400,5042,11030,24974,24574
2024-05-17T14:15:00Z,2024-05-17T14:20:00Z,9677,-701,4843,10847,25367,24666
2024-05-17T14:20:00Z,2024-05-17T14:25:00Z,10438,-877,4564,10616,25618,24741
2024-05-17T14:25:00Z,2024-05-17T14:30:00Z,11133,-1222,4380,10482,25995,24773
2024-05-17T14:30:00Z,2024-05-17T14:35:00Z,11720,-1778,4405,10361,26486,24708
2024-05-17T14:35:00Z,2024-05-17T14:40:00Z,12171,-2146,4438,10292,26901,24755
2024-05-17T14:40:00Z,2024-05-17T14:45:00Z,12428,-2184,4170,10237,26835,24651
2024-05-17T14:45:00Z,2024-05-17T14:50:00Z,12725,-2392,4161,10088,26974,24582
2024-05-17T14:50:00Z,2024-05-17T14:55:00Z,12888,-2598,4262,10027,27177,24579
2024-05-17T14:55:00Z,2024-05-17T15:00:00Z,13199,-2851,4186,10005,27390,24539
2024-05-17T15:00:00Z,2024-05-17T15:05:00Z,13648,-2758,3700,10082,27430,24672
2024-05-17T15:05:00Z,2024-05-17T15:10:00Z,14199,-2744,3049,10242,27490,24746
2024-05-17T15:10:00Z,2024-05-17T15:15:00Z,14490,-2430,2486,10084,27060,24630
2024-05-17T15:15:00Z,2024-05-17T15:20:00Z,14943,-2370,2103,9991,27037,24667
2024-05-17T15:20:00Z,2024-05-17T15:25:00Z,15223,-2680,2086,9955,27264,24584
2024-05-17T15:25:00Z,2024-05-17T15:30:00Z,15233,-2701,2086,9922,27241,24540
2024-05-17T15:30:00Z,2024-05-17T15:35:00Z,15301,-2770,2188,9815,27304,24534
2024-05-17T15:35:00Z,2024-05-17T15:40:00Z,15458,-2839,2067,9778,27303,24464
2024-05-17T15:40:00Z,2024-05-17T15:45:00Z,15519,-2921,2061,9736,27316,24395
2024-05-17T15:45:00Z,2024-05-17T15:50:00Z,15555,-2886,2116,9669,27340,24454
2024-05-17T15:50:00Z,2024-05-17T15:55:00Z,15755,-2951,2006,9598,27359,24408
2024-05-17T15:55:00Z,2024-05-17T16:00:00Z,15819,-2960,1969,9517,27305,24345
2024-05-17T16:00:00Z,2024-05-17T16:05:00Z,16097,-3019,1838,9441,27376,24357
2024-05-17T16:05:00Z,2024-05-17T16:10:00Z,16394,-3244,1674,9517,27585,24341
2024-05-17T16:10:00Z,2024-05-17T16:15:00Z,16490,-3253,1721,9374,27585,24332
2024-05-17T16:15:00Z,2024-05-17T16:20:00Z,16554,-3203,1608,9255,27417,24214
2024-05-17T16:20:00Z,2024-05-17T16:25:00Z,16691,-3309,1557,9265,27513,24204
2024-05-17T16:25:00Z,2024-05-17T16:30:00Z,16703,-3187,1602,9139,27444,24257
2024-05-17T16:30:00Z,2024-05-17T16:35:00Z,16769,-3185,1547,9074,27390,24205
2024-05-17T16:35:00Z,2024-05-17T16:40:00Z,16918,-3223,1368,9027,27313,24090
2024-05-17T16:40:00Z,2024-05-17T16:45:00Z,17007,-3142,1172,8996,27175,24033
2024-05-17T16:45:00Z,2024-05-17T16:50:00Z,17004,-3166,1127,8996,27127,23961
2024-05-17T16:50:00Z,2024-05-17T16:55:00Z,17095,-3257,1060,8954,27109,23852
2024-05-17T16:55:00Z,2024-05-17T17:00:00Z,17088,-3264,991,8937,27016,23752
2024-05-17T17:00:00Z,2024-05-17T17:05:00Z,17174,-3339,841,8974,26989,23650
2024-05-17T17:05:00Z,2024-05-17T17:10:00Z,17574,-3956,762,9057,27393,23437
2024-05-17T17:10:00Z,2024-05-17T17:15:00Z,17650,-4202,715,9072,27437,23235
2024-05-17T17:15:00Z,2024-05-17T17:20:00Z,17585,-4098,743,8935,27263,23165
2024-05-17T17:20:00Z,2024-05-17T17:25:00Z,17715,-3996,458,8855,27028,23032
2024-05-17T17:25:00Z,2024-05-17T17:30:00Z,17769,-3966,313,8815,26897,22931
2024-05-17T17:30:00Z,2024-05-17T17:35:00Z,17684,-3915,278,8767,26729,22814
2024-05-17T17:35:00Z,2024-05-17T17:40:00Z,17669,-3834,151,8748,26568,22734
2024-05-17T17:40:00Z,2024-05-17T17:45:00Z,17549,-3810,152,8736,26437,22627
2024-05-17T17:45:00Z,2024-05-17T17:50:00Z,17489,-3857,200,8696,26385,22528
2024-05-17T17:50:00Z,2024-05-17T17:55:00Z,17569,-3926,131,8686,26386,22460
2024-05-17T17:55:00Z,2024-05-17T18:00:00Z,17586,-3995,98,8632,26316,22321
2024-05-17T18:00:00Z,2024-05-17T18:05:00Z,17639,-4126,87,8646,26372,22246
2024-05-17T18:05:00Z,2024-05-17T18:10:00Z,18175,-5077,290,8763,27228,22151
2024-05-17T18:10:00Z,2024-05-17T18:15:00Z,18433,-5286,330,8780,27543,22257
2024-05-17T18:15:00Z,2024-05-17T18:20:00Z,18436,-5244,152,8755,27343,22099
2024-05-17T18:20:00Z,2024-05-17T18:25:00Z,18444,-5550,226,8743,27413,21863
2024-05-17T18:25:00Z,2024-05-17T18:30:00Z,18445,-5599,126,8770,27341,21742
2024-05-17T18:30:00Z,2024-05-17T18:35:00Z,18408,-5483,23,8801,27232,21749
2024-05-17T18:35:00Z,2024-05-17T18:40:00Z,18416,-5407,-166,8903,27319,21746
2024-05-17T18:40:00Z,2024-05-17T18:45:00Z,18448,-5714,-171,8984,27432,21547
2024-05-17T18:45:00Z,2024-05-17T18:50:00Z,18482,-5565,-319,8990,27472,21588
2024-05-17T18:50:00Z,2024-05-17T18:55:00Z,18265,-5583,-267,9119,27384,21534
2024-05-17T18:55:00Z,2024-05-17T19:00:00Z,18120,-5588,-322,9245,27365,21455
2024-05-17T19:00:00Z,2024-05-17T19:05:00Z,18085,-5762,-344,9297,27382,21276
2024-05-17T19:05:00Z,2024-05-17T19:10:00Z,17897,-5391,-656,9254,27151,21104
2024-05-17T19:10:00Z,2024-05-17T19:15:00Z,17828,-5311,-725,9284,27112,21076
2024-05-17T19:15:00Z,2024-05-17T19:20:00Z,17728,-5114,-957,9367,27095,21024
2024-05-17T19:20:00Z,2024-05-17T19:25:00Z,17667,-5196,-939,9470,27137,21002
2024-05-17T19:25:00Z,2024-05-17T19:30:00Z,17523,-4920,-1180,9527,27050,20950
2024-05-17T19:30:00Z,2024-05-17T19:35:00Z,17494,-4783,-1386,9536,27030,20861
2024-05-17T19:35:00Z,2024-05-17T19:40:00Z,17427,-4534,-1607,9603,27030,20889
2024-05-17T19:40:00Z,2024-05-17T19:45:00Z,17406,-4377,-1786,9680,27086,20923
2024-05-17T19:45:00Z,2024-05-17T19:50:00Z,17311,-4209,-1893,9694,27005,20903
2024-05-17T19:50:00Z,2024-05-17T19:55:00Z,17311,-4083,-2038,9696,27007,20886
2024-05-17T19:55:00Z,2024-05-17T20:00:00Z,17318,-4075,-2111,9693,27011,20825
2024-05-17T20:00:00Z,2024-05-17T20:05:00Z,17323,-4184,-2116,9767,27090,20790
2024-05-17T20:05:00Z,2024-05-17T20:10:00Z,17283,-4418,-1958,9811,27094,20718
2024-05-17T20:10:00Z,2024-05-17T20:15:00Z,17274,-4451,-2059,9881,27155,20645
2024-05-17T20:15:00Z,2024-05-17T20:20:00Z,17301,-4364,-2128,9787,27088,20596
2024-05-17T20:20:00Z,2024-05-17T20:25:00Z,17131,-4147,-2176,9772,26903,20580
2024-05-17T20:25:00Z,2024-05-17T20:30:00Z,16737,-3976,-1956,9745,26482,20550
2024-05-17T20:30:00Z,2024-05-17T20:35:00Z,16681,-3750,-2062,9722,26403,20591
2024-05-17T20:35:00Z,2024-05-17T20:40:00Z,16680,-3788,-2064,9843,26523,20671
2024-05-17T20:40:00Z,2024-05-17T20:45:00Z,16649,-3733,-2096,9895,26544,20715
2024-05-17T20:45:00Z,2024-05-17T20:50:00Z,16659,-3778,-2130,9951,26610,20702
2024-05-17T20:50:00Z,2024-05-17T20:55:00Z,16692,-3556,-2405,9930,26622,20661
2024-05-17T20:55:00Z,2024-05-17T21:00:00Z,16653,-3344,-2467,9939,26592,20781
2024-05-17T21:00:00Z,2024-05-17T21:05:00Z,16654,-3401,-2456,10022,26676,20819
2024-05-17T21:05:00Z,2024-05-17T21:10:00Z,16665,-3277,-2526,9940,26605,20802
2024-05-17T21:10:00Z,2024-05-17T21:15:00Z,16618,-3172,-2668,10000,26618,20778
2024-05-17T21:15:00Z,2024-05-17T21:20:00Z,16612,-3154,-2807,10115,26727,20766
2024-05-17T21:20:00Z,2024-05-17T21:25:00Z,16498,-3024,-2903,10161,26659,20732
2024-05-17T21:25:00Z,2024-05-17T21:30:00Z,16323,-2666,-2991,10081,26404,20747
2024-05-17T21:30:00Z,2024-05-17T21:35:00Z,16098,-2304,-3131,10042,26140,20705
2024-05-17T21:35:00Z,2024-05-17T21:40:00Z,15955,-2358,-2952,10091,26046,20736
2024-05-17T21:40:00Z,2024-05-17T21:45:00Z,15868,-2234,-2890,10076,25944,20820
2024-05-17T21:45:00Z,2024-05-17T21:50:00Z,15772,-2165,-2688,9886,25658,20805
2024-05-17T21:50:00Z,2024-05-17T21:55:00Z,15632,-1949,-2936,9983,25615,20730
2024-05-17T21:55:00Z,2024-05-17T22:00:00Z,15530,-2064,-2812,10142,25672,20796
2024-05-17T22:00:00Z,2024-05-17T22:05:00Z,15375,-1844,-2701,10142,25517,20972
2024-05-17T22:05:00Z,2024-05-17T22:10:00Z,15476,-1978,-2571,10005,25481,20932
2024-05-17T22:10:00Z,2024-05-17T22:15:00Z,15451,-2076,-2441,9978,25429,20912
2024-05-17T22:15:00Z,2024-05-17T22:20:00Z,15315,-2001,-2290,9977,25292,21001
2024-05-17T22:20:00Z,2024-05-17T22:25:00Z,15275,-1794,-2401,10001,25276,21081
2024-05-17T22:25:00Z,2024-05-17T22:30:00Z,15035,-1350,-2546,9990,25025,21129
2024-05-17T22:30:00Z,2024-05-17T22:35:00Z,14991,-1123,-2687,10073,25064,21254
2024-05-17T22:35:00Z,2024-05-17T22:40:00Z,15221,-1328,-2770,10177,25398,21300
2024-05-17T22:40:00Z,2024-05-17T22:45:00Z,15311,-1391,-2896,10369,25680,21393
2024-05-17T22:45:00Z,2024-05-17T22:50:00Z,15177,-1443,-2593,10494,25671,21635
2024-05-17T22:50:00Z,2024-05-17T22:55:00Z,15179,-1152,-2815,10567,25746,21779
2024-05-17T22:55:00Z,2024-05-17T23:00:00Z,15030,-828,-2957,10550,25580,21795
2024-05-17T23:00:00Z,2024-05-17T23:05:00Z,14685,-668,-2732,10711,25396,21996
2024-05-17T23:05:00Z,2024-05-17T23:10:00Z,14476,-980,-2449,10705,25181,21752
2024-05-17T23:10:00Z,2024-05-17T23:15:00Z,14227,-800,-2136,10600,24827,21891
2024-05-17T23:15:00Z,2024-05-17T23:20:00Z,14187,-617,-2157,10533,24720,21946
2024-05-17T23:20:00Z,2024-05-17T23:25:00Z,14084,-308,-2309,10579,24663,22046
2024-05-17T23:25:00Z,2024-05-17T23:30:00Z,13853,5,-2220,10624,24482,22262
2024-05-17T23:30:00Z,2024-05-17T23:35:00Z,13832,285,-2297,10633,24750,22453
2024-05-17T23:35:00Z,2024-05-17T23:40:00Z,13985,354,-2426,10661,25000,22574
2024-05-17T23:40:00Z,2024-05-17T23:45:00Z,14020,340,-2251,10688,25048,22797
2024-05-17T23:45:00Z,2024-05-17T23:50:00Z,14163,312,-2270,10762,25237,22967
2024-05-17T23:50:00Z,2024-05-17T23:55:00Z,14487,271,-2602,10890,25648,23046
2024-05-17T23:55:00Z,2024-05-18T00:00:00Z,14484,298,-2652,11082,25864,23212
2024-05-18T00:00:00Z,2024-05-18T00:05:00Z,14095,-145,-2087,11389,25484,23252
2024-05-18T00:05:00Z,2024-05-18T00:10:00Z,13843,-326,-1641,11382,25225,23258
2024-05-18T00:10:00Z,2024-05-18T00:15:00Z,13396,-67,-1227,11322,24718,23424
2024-05-18T00:15:00Z,2024-05-18T00:20:00Z,13361,-123,-1019,11444,24805,23663
2024-05-18T00:20:00Z,2024-05-18T00:25:00Z,13433,-162,-1007,11531,24964,23795
2024-05-18T00:25:00Z,2024-05-18T00:30:00Z,13274,53,-906,11601,24928,24022
2024-05-18T00:30:00Z,2024-05-18T00:35:00Z,13473,193,-1025,11632,25298,24273
2024-05-18T00:35:00Z,2024-05-18T00:40:00Z,13999,-421,-921,11755,25754,24412
2024-05-18T00:40:00Z,2024-05-18T00:45:00Z,13888,-611,-717,11934,25822,24494
2024-05-18T00:45:00Z,2024-05-18T00:50:00Z,13498,-317,-499,12008,25506,24690
2024-05-18T00:50:00Z,2024-05-18T00:55:00Z,13186,136,-398,12057,25379,24981
2024-05-18T00:55:00Z,2024-05-18T01:00:00Z,12965,372,-328,12108,25445,25117
2024-05-18T01:00:00Z,2024-05-18T01:05:00Z,12486,194,326,12222,25228,25228
2024-05-18T01:05:00Z,2024-05-18T01:10:00Z,12102,-548,788,12658,25548,25000
2024-05-18T01:10:00Z,2024-05-18T01:15:00Z,11451,-784,1700,12713,25864,25080
2024-05-18T01:15:00Z,2024-05-18T01:20:00Z,10790,-475,2209,12755,25754,25279
2024-05-18T01:20:00Z,2024-05-18T01:25:00Z,10045,-51,2270,13144,25459,25408
2024-05-18T01:25:00Z,2024-05-18T01:30:00Z,9383,72,2820,13220,25495,25495
2024-05-18T01:30:00Z,2024-05-18T01:35:00Z,8639,221,3298,13432,25590,25590
2024-05-18T01:35:00Z,2024-05-18T01:40:00Z,7836,449,3514,13912,25711,25711
2024-05-18T01:40:00Z,2024-05-18T01:45:00Z,7025,834,3731,14279,25869,25869
2024-05-18T01:45:00Z,2024-05-18T01:50:00Z,6280,1042,4398,14309,26029,26029
2024-05-18T01:50:00Z,2024-05-18T01:55:00Z,5523,1198,5111,14337,26169,26169
2024-05-18T01:55:00Z,2024-05-18T02:00:00Z,4776,1374,5724,14364,26238,26238
2024-05-18T02:00:00Z,2024-05-18T02:05:00Z,4077,1744,6016,14528,26365,26365
2024-05-18T02:05:00Z,2024-05-18T02:10:00Z,3394,2102,6202,14645,26343,26343
2024-05-18T02:10:00Z,2024-05-18T02:15:00Z,2758,3723,5290,14671,26442,26442
2024-05-18T02:15:00Z,2024-05-18T02:20:00Z,2175,4486,5152,14740,26553,26553
2024-05-18T02:20:00Z,2024-05-18T02:25:00Z,1676,4890,5245,14803,26614,26614
2024-05-18T02:25:00Z,2024-05-18T02:30:00Z,1256,5191,5391,14830,26668,26668
2024-05-18T02:30:00Z,2024-05-18T02:35:00Z,918,5370,5549,14913,26750,26750
2024-05-18T02:35:00Z,2024-05-18T02:40:00Z,664,5516,5647,14966,26793,26793
2024-05-18T02:40:00Z,2024-05-18T02:45:00Z,467,5607,5770,14977,26821,26821
2024-05-18T02:45:00Z,2024-05-18T02:50:00Z,336,5544,5996,15028,26904,26904
2024-05-18T02:50:00Z,2024-05-18T02:55:00Z,233,5430,6214,15104,26981,26981
2024-05-18T02:55:00Z,2024-05-18T03:00:00Z,185,5388,6419,15079,27071,27071
2024-05-18T03:00:00Z,2024-05-18T03:05:00Z,152,5384,6505,15040,27081,27081
2024-05-18T03:05:00Z,2024-05-18T03:10:00Z,136,5279,6693,15119,27227,27227
2024-05-18T03:10:00Z,2024-05-18T03:15:00Z,111,5145,6876,15173,27305,27305
2024-05-18T03:15:00Z,2024-05-18T03:20:00Z,146,4898,7190,15192,27426,27426
2024-05-18T03:20:00Z,2024-05-18T03:25:00Z,159,4704,7385,15244,27492,27492
2024-05-18T03:25:00Z,2024-05-18T03:30:00Z,161,4479,7518,15354,27512,27512
2024-05-18T03:30:00Z,2024-05-18T03:35:00Z,163,4393,7556,15469,27581,27581
2024-05-18T03:35:00Z,2024-05-18T03:40:00Z,167,4325,7590,15524,27606,27606
2024-05-18T03:40:00Z,2024-05-18T03:45:00Z,169,4245,7620,15585,27619,27619
2024-05-18T03:45:00Z,2024-05-18T03:50:00Z,173,4197,7590,15599,27559,27559
2024-05-18T03:50:00Z,2024-05-18T03:55:00Z,178,4060,7683,15594,27515,27515
